policy,case_id,kind,split,condition,task_index,layout,endpoint,steps
best,Sx_08_34_combined,S,train,combined,8,Sx_08_34,True,310
stage2_best,Sx_08_34_combined,S,train,combined,8,Sx_08_34,True,230
native,Sx_08_44_normal,S,train,normal,8,Sx_08_44,True,205
best,Sx_08_44_normal,S,train,normal,8,Sx_08_44,True,210
stage2_best,Sx_08_44_normal,S,train,normal,8,Sx_08_44,True,235
native,Sx_08_44_camera,S,train,camera,8,Sx_08_44,False,500
best,Sx_08_44_camera,S,train,camera,8,Sx_08_44,True,280
stage2_best,Sx_08_44_camera,S,train,camera,8,Sx_08_44,True,235
native,Sx_08_44_lighting,S,train,lighting,8,Sx_08_44,True,205
best,Sx_08_44_lighting,S,train,lighting,8,Sx_08_44,True,210
stage2_best,Sx_08_44_lighting,S,train,lighting,8,Sx_08_44,True,225
native,Sx_08_44_combined,S,train,combined,8,Sx_08_44,False,500
best,Sx_08_44_combined,S,train,combined,8,Sx_08_44,True,235
stage2_best,Sx_08_44_combined,S,train,combined,8,Sx_08_44,True,255
native,Sx_13_22_normal,S,train,normal,13,Sx_13_22,True,75
best,Sx_13_22_normal,S,train,normal,13,Sx_13_22,True,80
stage2_best,Sx_13_22_normal,S,train,normal,13,Sx_13_22,True,85
native,Sx_13_22_camera,S,train,camera,13,Sx_13_22,True,75
best,Sx_13_22_camera,S,train,camera,13,Sx_13_22,True,100
stage2_best,Sx_13_22_camera,S,train,camera,13,Sx_13_22,True,85
native,Sx_13_22_lighting,S,train,lighting,13,Sx_13_22,True,75
best,Sx_13_22_lighting,S,train,lighting,13,Sx_13_22,True,90
stage2_best,Sx_13_22_lighting,S,train,lighting,13,Sx_13_22,True,75
native,Sx_13_22_combined,S,train,combined,13,Sx_13_22,True,80
best,Sx_13_22_combined,S,train,combined,13,Sx_13_22,True,95
stage2_best,Sx_13_22_combined,S,train,combined,13,Sx_13_22,True,85
native,Sx_13_26_normal,S,train,normal,13,Sx_13_26,True,80
best,Sx_13_26_normal,S,train,normal,13,Sx_13_26,True,95
stage2_best,Sx_13_26_normal,S,train,normal,13,Sx_13_26,True,95
native,Sx_13_26_camera,S,train,camera,13,Sx_13_26,True,85
best,Sx_13_26_camera,S,train,camera,13,Sx_13_26,True,110
stage2_best,Sx_13_26_camera,S,train,camera,13,Sx_13_26,True,105
native,Sx_13_26_lighting,S,train,lighting,13,Sx_13_26,True,75
best,Sx_13_26_lighting,S,train,lighting,13,Sx_13_26,True,95
stage2_best,Sx_13_26_lighting,S,train,lighting,13,Sx_13_26,True,95
native,Sx_13_26_combined,S,train,combined,13,Sx_13_26,True,90
best,Sx_13_26_combined,S,train,combined,13,Sx_13_26,True,110
stage2_best,Sx_13_26_combined,S,train,combined,13,Sx_13_26,True,100
native,Sx_13_34_normal,S,train,normal,13,Sx_13_34,True,75
best,Sx_13_34_normal,S,train,normal,13,Sx_13_34,True,75
stage2_best,Sx_13_34_normal,S,train,normal,13,Sx_13_34,True,75
native,Sx_13_34_camera,S,train,camera,13,Sx_13_34,True,75
best,Sx_13_34_camera,S,train,camera,13,Sx_13_34,True,75
stage2_best,Sx_13_34_camera,S,train,camera,13,Sx_13_34,True,120
native,Sx_13_34_lighting,S,train,lighting,13,Sx_13_34,True,75
best,Sx_13_34_lighting,S,train,lighting,13,Sx_13_34,True,75
stage2_best,Sx_13_34_lighting,S,train,lighting,13,Sx_13_34,True,75
native,Sx_13_34_combined,S,train,combined,13,Sx_13_34,True,75
best,Sx_13_34_combined,S,train,combined,13,Sx_13_34,True,80
stage2_best,Sx_13_34_combined,S,train,combined,13,Sx_13_34,True,80
native,Sx_13_44_normal,S,train,normal,13,Sx_13_44,True,70
best,Sx_13_44_normal,S,train,normal,13,Sx_13_44,True,85
stage2_best,Sx_13_44_normal,S,train,normal,13,Sx_13_44,True,75
native,Sx_13_44_camera,S,train,camera,13,Sx_13_44,True,90
best,Sx_13_44_camera,S,train,camera,13,Sx_13_44,True,100
stage2_best,Sx_13_44_camera,S,train,camera,13,Sx_13_44,True,90
native,Sx_13_44_lighting,S,train,lighting,13,Sx_13_44,True,75
best,Sx_13_44_lighting,S,train,lighting,13,Sx_13_44,True,85
stage2_best,Sx_13_44_lighting,S,train,lighting,13,Sx_13_44,True,80
native,Sx_13_44_combined,S,train,combined,13,Sx_13_44,True,90
best,Sx_13_44_combined,S,train,combined,13,Sx_13_44,True,100
stage2_best,Sx_13_44_combined,S,train,combined,13,Sx_13_44,True,90
native,Sx_18_22_normal,S,train,normal,18,Sx_18_22,True,80
best,Sx_18_22_normal,S,train,normal,18,Sx_18_22,True,105
stage2_best,Sx_18_22_normal,S,train,normal,18,Sx_18_22,True,120
native,Sx_18_22_camera,S,train,camera,18,Sx_18_22,True,80
best,Sx_18_22_camera,S,train,camera,18,Sx_18_22,True,85
stage2_best,Sx_18_22_camera,S,train,camera,18,Sx_18_22,True,80
native,Sx_18_22_lighting,S,train,lighting,18,Sx_18_22,True,85
best,Sx_18_22_lighting,S,train,lighting,18,Sx_18_22,True,100
stage2_best,Sx_18_22_lighting,S,train,lighting,18,Sx_18_22,True,120
native,Sx_18_22_combined,S,train,combined,18,Sx_18_22,True,80
best,Sx_18_22_combined,S,train,combined,18,Sx_18_22,True,85
stage2_best,Sx_18_22_combined,S,train,combined,18,Sx_18_22,True,80
native,Sx_18_26_normal,S,train,normal,18,Sx_18_26,True,85
best,Sx_18_26_normal,S,train,normal,18,Sx_18_26,True,105
stage2_best,Sx_18_26_normal,S,train,normal,18,Sx_18_26,True,95
native,Sx_18_26_camera,S,train,camera,18,Sx_18_26,True,85
best,Sx_18_26_camera,S,train,camera,18,Sx_18_26,True,75
stage2_best,Sx_18_26_camera,S,train,camera,18,Sx_18_26,True,85
native,Sx_18_26_lighting,S,train,lighting,18,Sx_18_26,True,80
best,Sx_18_26_lighting,S,train,lighting,18,Sx_18_26,True,110
stage2_best,Sx_18_26_lighting,S,train,lighting,18,Sx_18_26,True,105
native,Sx_18_26_combined,S,train,combined,18,Sx_18_26,True,85
best,Sx_18_26_combined,S,train,combined,18,Sx_18_26,True,75
stage2_best,Sx_18_26_combined,S,train,combined,18,Sx_18_26,True,85
native,Sx_18_34_normal,S,train,normal,18,Sx_18_34,True,90
best,Sx_18_34_normal,S,train,normal,18,Sx_18_34,True,95
stage2_best,Sx_18_34_normal,S,train,normal,18,Sx_18_34,True,100
native,Sx_18_34_camera,S,train,camera,18,Sx_18_34,True,85
best,Sx_18_34_camera,S,train,camera,18,Sx_18_34,True,95
stage2_best,Sx_18_34_camera,S,train,camera,18,Sx_18_34,True,95
native,Sx_18_34_lighting,S,train,lighting,18,Sx_18_34,True,90
best,Sx_18_34_lighting,S,train,lighting,18,Sx_18_34,True,95
stage2_best,Sx_18_34_lighting,S,train,lighting,18,Sx_18_34,True,100
native,Sx_18_34_combined,S,train,combined,18,Sx_18_34,True,160
best,Sx_18_34_combined,S,train,combined,18,Sx_18_34,True,95
stage2_best,Sx_18_34_combined,S,train,combined,18,Sx_18_34,True,95
native,Sx_18_44_normal,S,train,normal,18,Sx_18_44,True,80
best,Sx_18_44_normal,S,train,normal,18,Sx_18_44,True,85
stage2_best,Sx_18_44_normal,S,train,normal,18,Sx_18_44,True,85
native,Sx_18_44_camera,S,train,camera,18,Sx_18_44,True,80
best,Sx_18_44_camera,S,train,camera,18,Sx_18_44,True,90
stage2_best,Sx_18_44_camera,S,train,camera,18,Sx_18_44,True,95
native,Sx_18_44_lighting,S,train,lighting,18,Sx_18_44,True,80
best,Sx_18_44_lighting,S,train,lighting,18,Sx_18_44,True,85
stage2_best,Sx_18_44_lighting,S,train,lighting,18,Sx_18_44,True,85
native,Sx_18_44_combined,S,train,combined,18,Sx_18_44,True,160
best,Sx_18_44_combined,S,train,combined,18,Sx_18_44,True,90
stage2_best,Sx_18_44_combined,S,train,combined,18,Sx_18_44,True,95
native,Sx_23_22_normal,S,train,normal,23,Sx_23_22,True,145
best,Sx_23_22_normal,S,train,normal,23,Sx_23_22,True,145
stage2_best,Sx_23_22_normal,S,train,normal,23,Sx_23_22,True,150
native,Sx_23_22_camera,S,train,camera,23,Sx_23_22,True,195
best,Sx_23_22_camera,S,train,camera,23,Sx_23_22,True,140
stage2_best,Sx_23_22_camera,S,train,camera,23,Sx_23_22,True,145
native,Sx_23_22_lighting,S,train,lighting,23,Sx_23_22,True,190
best,Sx_23_22_lighting,S,train,lighting,23,Sx_23_22,True,150
stage2_best,Sx_23_22_lighting,S,train,lighting,23,Sx_23_22,True,155
native,Sx_23_22_combined,S,train,combined,23,Sx_23_22,True,150
best,Sx_23_22_combined,S,train,combined,23,Sx_23_22,True,140
stage2_best,Sx_23_22_combined,S,train,combined,23,Sx_23_22,True,145
native,Sx_23_26_normal,S,train,normal,23,Sx_23_26,True,145
best,Sx_23_26_normal,S,train,normal,23,Sx_23_26,True,145
stage2_best,Sx_23_26_normal,S,train,normal,23,Sx_23_26,True,140
native,Sx_23_26_camera,S,train,camera,23,Sx_23_26,True,140
best,Sx_23_26_camera,S,train,camera,23,Sx_23_26,True,150
stage2_best,Sx_23_26_camera,S,train,camera,23,Sx_23_26,True,145
native,Sx_23_26_lighting,S,train,lighting,23,Sx_23_26,True,145
best,Sx_23_26_lighting,S,train,lighting,23,Sx_23_26,True,155
stage2_best,Sx_23_26_lighting,S,train,lighting,23,Sx_23_26,True,140
native,Sx_23_26_combined,S,train,combined,23,Sx_23_26,True,140
best,Sx_23_26_combined,S,train,combined,23,Sx_23_26,True,145
stage2_best,Sx_23_26_combined,S,train,combined,23,Sx_23_26,True,140
native,Sx_23_34_normal,S,train,normal,23,Sx_23_34,True,135
best,Sx_23_34_normal,S,train,normal,23,Sx_23_34,True,160
stage2_best,Sx_23_34_normal,S,train,normal,23,Sx_23_34,True,165
native,Sx_23_34_camera,S,train,camera,23,Sx_23_34,True,180
best,Sx_23_34_camera,S,train,camera,23,Sx_23_34,True,150
stage2_best,Sx_23_34_camera,S,train,camera,23,Sx_23_34,True,150
native,Sx_23_34_lighting,S,train,lighting,23,Sx_23_34,True,140
best,Sx_23_34_lighting,S,train,lighting,23,Sx_23_34,True,160
stage2_best,Sx_23_34_lighting,S,train,lighting,23,Sx_23_34,True,170
native,Sx_23_34_combined,S,train,combined,23,Sx_23_34,True,170
best,Sx_23_34_combined,S,train,combined,23,Sx_23_34,True,150
stage2_best,Sx_23_34_combined,S,train,combined,23,Sx_23_34,True,145
native,Sx_23_44_normal,S,train,normal,23,Sx_23_44,True,145
best,Sx_23_44_normal,S,train,normal,23,Sx_23_44,True,150
stage2_best,Sx_23_44_normal,S,train,normal,23,Sx_23_44,True,150
native,Sx_23_44_camera,S,train,camera,23,Sx_23_44,True,135
best,Sx_23_44_camera,S,train,camera,23,Sx_23_44,True,150
stage2_best,Sx_23_44_camera,S,train,camera,23,Sx_23_44,True,155
native,Sx_23_44_lighting,S,train,lighting,23,Sx_23_44,True,140
best,Sx_23_44_lighting,S,train,lighting,23,Sx_23_44,True,145
stage2_best,Sx_23_44_lighting,S,train,lighting,23,Sx_23_44,True,150
native,Sx_23_44_combined,S,train,combined,23,Sx_23_44,True,150
best,Sx_23_44_combined,S,train,combined,23,Sx_23_44,True,150
stage2_best,Sx_23_44_combined,S,train,combined,23,Sx_23_44,True,150
native,Sx_28_22_normal,S,train,normal,28,Sx_28_22,True,115
best,Sx_28_22_normal,S,train,normal,28,Sx_28_22,True,115
stage2_best,Sx_28_22_normal,S,train,normal,28,Sx_28_22,True,120
native,Sx_28_22_camera,S,train,camera,28,Sx_28_22,True,175
best,Sx_28_22_camera,S,train,camera,28,Sx_28_22,True,165
stage2_best,Sx_28_22_camera,S,train,camera,28,Sx_28_22,True,115
native,Sx_28_22_lighting,S,train,lighting,28,Sx_28_22,True,115
best,Sx_28_22_lighting,S,train,lighting,28,Sx_28_22,True,115
stage2_best,Sx_28_22_lighting,S,train,lighting,28,Sx_28_22,True,130
native,Sx_28_22_combined,S,train,combined,28,Sx_28_22,True,180
best,Sx_28_22_combined,S,train,combined,28,Sx_28_22,True,160
stage2_best,Sx_28_22_combined,S,train,combined,28,Sx_28_22,True,115
native,Sx_28_26_normal,S,train,normal,28,Sx_28_26,True,100
best,Sx_28_26_normal,S,train,normal,28,Sx_28_26,True,130
stage2_best,Sx_28_26_normal,S,train,normal,28,Sx_28_26,True,125
native,Sx_28_26_camera,S,train,camera,28,Sx_28_26,True,210
best,Sx_28_26_camera,S,train,camera,28,Sx_28_26,True,210
stage2_best,Sx_28_26_camera,S,train,camera,28,Sx_28_26,True,155
native,Sx_28_26_lighting,S,train,lighting,28,Sx_28_26,True,105
best,Sx_28_26_lighting,S,train,lighting,28,Sx_28_26,True,120
stage2_best,Sx_28_26_lighting,S,train,lighting,28,Sx_28_26,True,120
native,Sx_28_26_combined,S,train,combined,28,Sx_28_26,False,300
best,Sx_28_26_combined,S,train,combined,28,Sx_28_26,True,210
stage2_best,Sx_28_26_combined,S,train,combined,28,Sx_28_26,True,185
native,Sx_28_34_normal,S,train,normal,28,Sx_28_34,True,110
best,Sx_28_34_normal,S,train,normal,28,Sx_28_34,True,120
stage2_best,Sx_28_34_normal,S,train,normal,28,Sx_28_34,True,110
native,Sx_28_34_camera,S,train,camera,28,Sx_28_34,False,300
best,Sx_28_34_camera,S,train,camera,28,Sx_28_34,True,110
stage2_best,Sx_28_34_camera,S,train,camera,28,Sx_28_34,True,160
native,Sx_28_34_lighting,S,train,lighting,28,Sx_28_34,True,110
best,Sx_28_34_lighting,S,train,lighting,28,Sx_28_34,True,115
stage2_best,Sx_28_34_lighting,S,train,lighting,28,Sx_28_34,True,110
native,Sx_28_34_combined,S,train,combined,28,Sx_28_34,True,225
best,Sx_28_34_combined,S,train,combined,28,Sx_28_34,True,110
stage2_best,Sx_28_34_combined,S,train,combined,28,Sx_28_34,True,150
native,Sx_28_44_normal,S,train,normal,28,Sx_28_44,True,110
best,Sx_28_44_normal,S,train,normal,28,Sx_28_44,True,115
stage2_best,Sx_28_44_normal,S,train,normal,28,Sx_28_44,True,125
native,Sx_28_44_camera,S,train,camera,28,Sx_28_44,False,300
best,Sx_28_44_camera,S,train,camera,28,Sx_28_44,True,160
stage2_best,Sx_28_44_camera,S,train,camera,28,Sx_28_44,True,120
native,Sx_28_44_lighting,S,train,lighting,28,Sx_28_44,True,110
best,Sx_28_44_lighting,S,train,lighting,28,Sx_28_44,True,110
stage2_best,Sx_28_44_lighting,S,train,lighting,28,Sx_28_44,True,125
native,Sx_28_44_combined,S,train,combined,28,Sx_28_44,True,230
best,Sx_28_44_combined,S,train,combined,28,Sx_28_44,True,170
stage2_best,Sx_28_44_combined,S,train,combined,28,Sx_28_44,True,125
native,Sx_33_22_normal,S,train,normal,33,Sx_33_22,True,110
best,Sx_33_22_normal,S,train,normal,33,Sx_33_22,True,100
stage2_best,Sx_33_22_normal,S,train,normal,33,Sx_33_22,True,115
native,Sx_33_22_camera,S,train,camera,33,Sx_33_22,True,120
best,Sx_33_22_camera,S,train,camera,33,Sx_33_22,True,120
stage2_best,Sx_33_22_camera,S,train,camera,33,Sx_33_22,True,115
native,Sx_33_22_lighting,S,train,lighting,33,Sx_33_22,True,105
best,Sx_33_22_lighting,S,train,lighting,33,Sx_33_22,True,105
stage2_best,Sx_33_22_lighting,S,train,lighting,33,Sx_33_22,True,110
native,Sx_33_22_combined,S,train,combined,33,Sx_33_22,True,115
best,Sx_33_22_combined,S,train,combined,33,Sx_33_22,True,115
stage2_best,Sx_33_22_combined,S,train,combined,33,Sx_33_22,True,115
native,Sx_33_26_normal,S,train,normal,33,Sx_33_26,True,115
best,Sx_33_26_normal,S,train,normal,33,Sx_33_26,True,110
stage2_best,Sx_33_26_normal,S,train,normal,33,Sx_33_26,True,110
native,Sx_33_26_camera,S,train,camera,33,Sx_33_26,True,110
best,Sx_33_26_camera,S,train,camera,33,Sx_33_26,True,120
stage2_best,Sx_33_26_camera,S,train,camera,33,Sx_33_26,True,120
native,Sx_33_26_lighting,S,train,lighting,33,Sx_33_26,True,115
best,Sx_33_26_lighting,S,train,lighting,33,Sx_33_26,True,110
stage2_best,Sx_33_26_lighting,S,train,lighting,33,Sx_33_26,True,110
native,Sx_33_26_combined,S,train,combined,33,Sx_33_26,True,110
best,Sx_33_26_combined,S,train,combined,33,Sx_33_26,True,115
stage2_best,Sx_33_26_combined,S,train,combined,33,Sx_33_26,True,115
native,Sx_33_34_normal,S,train,normal,33,Sx_33_34,True,115
best,Sx_33_34_normal,S,train,normal,33,Sx_33_34,True,105
stage2_best,Sx_33_34_normal,S,train,normal,33,Sx_33_34,True,105
native,Sx_33_34_camera,S,train,camera,33,Sx_33_34,True,120
best,Sx_33_34_camera,S,train,camera,33,Sx_33_34,True,130
stage2_best,Sx_33_34_camera,S,train,camera,33,Sx_33_34,True,125
native,Sx_33_34_lighting,S,train,lighting,33,Sx_33_34,True,110
best,Sx_33_34_lighting,S,train,lighting,33,Sx_33_34,True,100
stage2_best,Sx_33_34_lighting,S,train,lighting,33,Sx_33_34,True,105
native,Sx_33_34_combined,S,train,combined,33,Sx_33_34,True,120
best,Sx_33_34_combined,S,train,combined,33,Sx_33_34,True,130
stage2_best,Sx_33_34_combined,S,train,combined,33,Sx_33_34,True,130
native,Sx_33_44_normal,S,train,normal,33,Sx_33_44,True,100
best,Sx_33_44_normal,S,train,normal,33,Sx_33_44,True,100
stage2_best,Sx_33_44_normal,S,train,normal,33,Sx_33_44,True,105
native,Sx_33_44_camera,S,train,camera,33,Sx_33_44,True,105
best,Sx_33_44_camera,S,train,camera,33,Sx_33_44,True,105
stage2_best,Sx_33_44_camera,S,train,camera,33,Sx_33_44,False,300
native,Sx_33_44_lighting,S,train,lighting,33,Sx_33_44,True,100
best,Sx_33_44_lighting,S,train,lighting,33,Sx_33_44,True,100
stage2_best,Sx_33_44_lighting,S,train,lighting,33,Sx_33_44,True,105
native,Sx_33_44_combined,S,train,combined,33,Sx_33_44,True,105
best,Sx_33_44_combined,S,train,combined,33,Sx_33_44,True,160
stage2_best,Sx_33_44_combined,S,train,combined,33,Sx_33_44,False,300
native,Sx_38_22_normal,S,train,normal,38,Sx_38_22,True,110
best,Sx_38_22_normal,S,train,normal,38,Sx_38_22,True,120
stage2_best,Sx_38_22_normal,S,train,normal,38,Sx_38_22,True,125
native,Sx_38_22_camera,S,train,camera,38,Sx_38_22,True,110
best,Sx_38_22_camera,S,train,camera,38,Sx_38_22,True,120
stage2_best,Sx_38_22_camera,S,train,camera,38,Sx_38_22,True,120
native,Sx_38_22_lighting,S,train,lighting,38,Sx_38_22,True,115
best,Sx_38_22_lighting,S,train,lighting,38,Sx_38_22,True,190
stage2_best,Sx_38_22_lighting,S,train,lighting,38,Sx_38_22,True,130
native,Sx_38_22_combined,S,train,combined,38,Sx_38_22,True,110
best,Sx_38_22_combined,S,train,combined,38,Sx_38_22,True,120
stage2_best,Sx_38_22_combined,S,train,combined,38,Sx_38_22,True,120
native,Sx_38_26_normal,S,train,normal,38,Sx_38_26,True,125
best,Sx_38_26_normal,S,train,normal,38,Sx_38_26,True,125
stage2_best,Sx_38_26_normal,S,train,normal,38,Sx_38_26,True,120
native,Sx_38_26_camera,S,train,camera,38,Sx_38_26,True,110
best,Sx_38_26_camera,S,train,camera,38,Sx_38_26,True,175
stage2_best,Sx_38_26_camera,S,train,camera,38,Sx_38_26,True,130
native,Sx_38_26_lighting,S,train,lighting,38,Sx_38_26,True,125
best,Sx_38_26_lighting,S,train,lighting,38,Sx_38_26,True,125
stage2_best,Sx_38_26_lighting,S,train,lighting,38,Sx_38_26,True,120
native,Sx_38_26_combined,S,train,combined,38,Sx_38_26,True,115
best,Sx_38_26_combined,S,train,combined,38,Sx_38_26,True,175
stage2_best,Sx_38_26_combined,S,train,combined,38,Sx_38_26,True,125
native,Sx_38_34_normal,S,train,normal,38,Sx_38_34,True,115
best,Sx_38_34_normal,S,train,normal,38,Sx_38_34,True,120
stage2_best,Sx_38_34_normal,S,train,normal,38,Sx_38_34,True,110
native,Sx_38_34_camera,S,train,camera,38,Sx_38_34,True,120
best,Sx_38_34_camera,S,train,camera,38,Sx_38_34,True,120
stage2_best,Sx_38_34_camera,S,train,camera,38,Sx_38_34,True,130
native,Sx_38_34_lighting,S,train,lighting,38,Sx_38_34,True,115
best,Sx_38_34_lighting,S,train,lighting,38,Sx_38_34,True,150
stage2_best,Sx_38_34_lighting,S,train,lighting,38,Sx_38_34,True,120
native,Sx_38_34_combined,S,train,combined,38,Sx_38_34,True,120
best,Sx_38_34_combined,S,train,combined,38,Sx_38_34,True,120
stage2_best,Sx_38_34_combined,S,train,combined,38,Sx_38_34,True,130
native,Sx_38_44_normal,S,train,normal,38,Sx_38_44,True,105
best,Sx_38_44_normal,S,train,normal,38,Sx_38_44,True,115
stage2_best,Sx_38_44_normal,S,train,normal,38,Sx_38_44,True,115
native,Sx_38_44_camera,S,train,camera,38,Sx_38_44,True,115
best,Sx_38_44_camera,S,train,camera,38,Sx_38_44,True,115
stage2_best,Sx_38_44_camera,S,train,camera,38,Sx_38_44,True,115
native,Sx_38_44_lighting,S,train,lighting,38,Sx_38_44,True,105
best,Sx_38_44_lighting,S,train,lighting,38,Sx_38_44,True,115
stage2_best,Sx_38_44_lighting,S,train,lighting,38,Sx_38_44,True,115
native,Sx_38_44_combined,S,train,combined,38,Sx_38_44,True,115
best,Sx_38_44_combined,S,train,combined,38,Sx_38_44,True,115
stage2_best,Sx_38_44_combined,S,train,combined,38,Sx_38_44,True,165
native,Sx_04_22_normal,S,train,normal,4,Sx_04_22,True,235
best,Sx_04_22_normal,S,train,normal,4,Sx_04_22,True,250
stage2_best,Sx_04_22_normal,S,train,normal,4,Sx_04_22,True,245
native,Sx_04_22_camera,S,train,camera,4,Sx_04_22,False,500
best,Sx_04_22_camera,S,train,camera,4,Sx_04_22,True,450
stage2_best,Sx_04_22_camera,S,train,camera,4,Sx_04_22,False,500
native,Sx_04_22_lighting,S,train,lighting,4,Sx_04_22,True,235
best,Sx_04_22_lighting,S,train,lighting,4,Sx_04_22,True,245
stage2_best,Sx_04_22_lighting,S,train,lighting,4,Sx_04_22,True,240
native,Sx_04_22_combined,S,train,combined,4,Sx_04_22,False,500
best,Sx_04_22_combined,S,train,combined,4,Sx_04_22,False,500
stage2_best,Sx_04_22_combined,S,train,combined,4,Sx_04_22,False,500
native,Sx_04_26_normal,S,train,normal,4,Sx_04_26,True,255
best,Sx_04_26_normal,S,train,normal,4,Sx_04_26,True,260
stage2_best,Sx_04_26_normal,S,train,normal,4,Sx_04_26,True,270
native,Sx_04_26_camera,S,train,camera,4,Sx_04_26,True,245
best,Sx_04_26_camera,S,train,camera,4,Sx_04_26,True,295
stage2_best,Sx_04_26_camera,S,train,camera,4,Sx_04_26,True,340
native,Sx_04_26_lighting,S,train,lighting,4,Sx_04_26,True,245
best,Sx_04_26_lighting,S,train,lighting,4,Sx_04_26,True,260
stage2_best,Sx_04_26_lighting,S,train,lighting,4,Sx_04_26,True,270
native,Sx_04_26_combined,S,train,combined,4,Sx_04_26,True,235
best,Sx_04_26_combined,S,train,combined,4,Sx_04_26,True,265
stage2_best,Sx_04_26_combined,S,train,combined,4,Sx_04_26,True,315
native,Sx_04_34_normal,S,train,normal,4,Sx_04_34,True,235
best,Sx_04_34_normal,S,train,normal,4,Sx_04_34,True,275
stage2_best,Sx_04_34_normal,S,train,normal,4,Sx_04_34,True,260
native,Sx_04_34_camera,S,train,camera,4,Sx_04_34,True,260
best,Sx_04_34_camera,S,train,camera,4,Sx_04_34,True,250
stage2_best,Sx_04_34_camera,S,train,camera,4,Sx_04_34,True,275
native,Sx_04_34_lighting,S,train,lighting,4,Sx_04_34,True,295
best,Sx_04_34_lighting,S,train,lighting,4,Sx_04_34,True,275
stage2_best,Sx_04_34_lighting,S,train,lighting,4,Sx_04_34,True,275
native,Sx_04_34_combined,S,train,combined,4,Sx_04_34,True,260
best,Sx_04_34_combined,S,train,combined,4,Sx_04_34,True,250
stage2_best,Sx_04_34_combined,S,train,combined,4,Sx_04_34,True,250
native,Sx_04_44_normal,S,train,normal,4,Sx_04_44,True,245
best,Sx_04_44_normal,S,train,normal,4,Sx_04_44,True,240
stage2_best,Sx_04_44_normal,S,train,normal,4,Sx_04_44,True,235
native,Sx_04_44_camera,S,train,camera,4,Sx_04_44,True,325
best,Sx_04_44_camera,S,train,camera,4,Sx_04_44,True,255
stage2_best,Sx_04_44_camera,S,train,camera,4,Sx_04_44,True,300
native,Sx_04_44_lighting,S,train,lighting,4,Sx_04_44,True,240
best,Sx_04_44_lighting,S,train,lighting,4,Sx_04_44,True,230
stage2_best,Sx_04_44_lighting,S,train,lighting,4,Sx_04_44,True,240
native,Sx_04_44_combined,S,train,combined,4,Sx_04_44,False,500
best,Sx_04_44_combined,S,train,combined,4,Sx_04_44,True,290
stage2_best,Sx_04_44_combined,S,train,combined,4,Sx_04_44,True,240
native,Sx_09_22_normal,S,test,normal,9,Sx_09_22,False,500
best,Sx_09_22_normal,S,test,normal,9,Sx_09_22,True,210
stage2_best,Sx_09_22_normal,S,test,normal,9,Sx_09_22,True,185
native,Sx_09_22_camera,S,test,camera,9,Sx_09_22,True,440
best,Sx_09_22_camera,S,test,camera,9,Sx_09_22,True,170
stage2_best,Sx_09_22_camera,S,test,camera,9,Sx_09_22,True,185
native,Sx_09_22_lighting,S,test,lighting,9,Sx_09_22,False,500
best,Sx_09_22_lighting,S,test,lighting,9,Sx_09_22,True,205
stage2_best,Sx_09_22_lighting,S,test,lighting,9,Sx_09_22,True,215
native,Sx_09_22_combined,S,test,combined,9,Sx_09_22,True,290
best,Sx_09_22_combined,S,test,combined,9,Sx_09_22,True,205
stage2_best,Sx_09_22_combined,S,test,combined,9,Sx_09_22,True,175
native,Sx_09_26_normal,S,test,normal,9,Sx_09_26,True,200
best,Sx_09_26_normal,S,test,normal,9,Sx_09_26,True,170
stage2_best,Sx_09_26_normal,S,test,normal,9,Sx_09_26,True,155
native,Sx_09_26_camera,S,test,camera,9,Sx_09_26,True,170
best,Sx_09_26_camera,S,test,camera,9,Sx_09_26,True,190
stage2_best,Sx_09_26_camera,S,test,camera,9,Sx_09_26,True,190
native,Sx_09_26_lighting,S,test,lighting,9,Sx_09_26,True,200
best,Sx_09_26_lighting,S,test,lighting,9,Sx_09_26,True,200
stage2_best,Sx_09_26_lighting,S,test,lighting,9,Sx_09_26,True,335
native,Sx_09_26_combined,S,test,combined,9,Sx_09_26,True,175
best,Sx_09_26_combined,S,test,combined,9,Sx_09_26,True,190
stage2_best,Sx_09_26_combined,S,test,combined,9,Sx_09_26,True,185
native,Sx_09_34_normal,S,test,normal,9,Sx_09_34,True,160
best,Sx_09_34_normal,S,test,normal,9,Sx_09_34,True,185
stage2_best,Sx_09_34_normal,S,test,normal,9,Sx_09_34,True,165
native,Sx_09_34_camera,S,test,camera,9,Sx_09_34,True,195
best,Sx_09_34_camera,S,test,camera,9,Sx_09_34,True,210
stage2_best,Sx_09_34_camera,S,test,camera,9,Sx_09_34,True,205
native,Sx_09_34_lighting,S,test,lighting,9,Sx_09_34,True,160
best,Sx_09_34_lighting,S,test,lighting,9,Sx_09_34,True,180
stage2_best,Sx_09_34_lighting,S,test,lighting,9,Sx_09_34,True,180
native,Sx_09_34_combined,S,test,combined,9,Sx_09_34,True,250
best,Sx_09_34_combined,S,test,combined,9,Sx_09_34,True,205
stage2_best,Sx_09_34_combined,S,test,combined,9,Sx_09_34,True,195
native,Sx_09_44_normal,S,test,normal,9,Sx_09_44,True,180
best,Sx_09_44_normal,S,test,normal,9,Sx_09_44,True,170
stage2_best,Sx_09_44_normal,S,test,normal,9,Sx_09_44,True,150
