kind,case_id,layout,task_index,our_training_split,target_object,condition,policy,correct_or_successful,control_steps,wall_seconds,axis_displacement_m,target_index,manual_seed
S,Sx_21_34_combined,Sx_21_34,21,train,,combined,best,True,135,26.101904870010912,,,24251
S,Sx_21_44_normal,Sx_21_44,21,train,,normal,native,True,120,23.70365230832249,,,24261
S,Sx_21_44_normal,Sx_21_44,21,train,,normal,best,True,125,24.76892397738993,,,24261
S,Sx_21_44_camera,Sx_21_44,21,train,,camera,native,True,235,40.45857476256788,,,24261
S,Sx_21_44_camera,Sx_21_44,21,train,,camera,best,False,300,50.213365929201245,,,24261
S,Sx_21_44_lighting,Sx_21_44,21,train,,lighting,native,False,300,46.947320356965065,,,24261
S,Sx_21_44_lighting,Sx_21_44,21,train,,lighting,best,True,205,35.53150414954871,,,24261
S,Sx_21_44_combined,Sx_21_44,21,train,,combined,native,True,230,38.80545902159065,,,24261
S,Sx_21_44_combined,Sx_21_44,21,train,,combined,best,True,135,38.14713117387146,,,24261
S,Sx_26_22_normal,Sx_26_22,26,train,,normal,native,True,120,23.68769821152091,,,29239
S,Sx_26_22_normal,Sx_26_22,26,train,,normal,best,True,130,39.999850113876164,,,29239
S,Sx_26_22_camera,Sx_26_22,26,train,,camera,native,True,130,24.91086989082396,,,29239
S,Sx_26_22_camera,Sx_26_22,26,train,,camera,best,True,135,41.832361423410475,,,29239
S,Sx_26_22_lighting,Sx_26_22,26,train,,lighting,native,True,120,23.675777096301317,,,29239
S,Sx_26_22_lighting,Sx_26_22,26,train,,lighting,best,True,130,40.591207074932754,,,29239
S,Sx_26_22_combined,Sx_26_22,26,train,,combined,native,True,125,24.0959259159863,,,29239
S,Sx_26_22_combined,Sx_26_22,26,train,,combined,best,True,140,43.66704839468002,,,29239
S,Sx_26_26_normal,Sx_26_26,26,train,,normal,native,True,130,24.78402809984982,,,29243
S,Sx_26_26_normal,Sx_26_26,26,train,,normal,best,True,135,41.359557623043656,,,29243
S,Sx_26_26_camera,Sx_26_26,26,train,,camera,native,True,130,25.23504668753594,,,29243
S,Sx_26_26_camera,Sx_26_26,26,train,,camera,best,True,135,41.2286025704816,,,29243
S,Sx_26_26_lighting,Sx_26_26,26,train,,lighting,native,True,135,26.300474848598242,,,29243
S,Sx_26_26_lighting,Sx_26_26,26,train,,lighting,best,True,135,41.82831865362823,,,29243
S,Sx_26_26_combined,Sx_26_26,26,train,,combined,native,True,140,25.856380600482225,,,29243
S,Sx_26_26_combined,Sx_26_26,26,train,,combined,best,True,145,44.151940720155835,,,29243
S,Sx_26_34_normal,Sx_26_34,26,train,,normal,native,True,130,24.930005866102874,,,29251
S,Sx_26_34_normal,Sx_26_34,26,train,,normal,best,True,125,38.56893305387348,,,29251
S,Sx_26_34_camera,Sx_26_34,26,train,,camera,native,True,130,24.65975402481854,,,29251
S,Sx_26_34_camera,Sx_26_34,26,train,,camera,best,True,135,41.75297363568097,,,29251
S,Sx_26_34_lighting,Sx_26_34,26,train,,lighting,native,True,120,23.407996732741594,,,29251
S,Sx_26_34_lighting,Sx_26_34,26,train,,lighting,best,True,125,38.26296518370509,,,29251
S,Sx_26_34_combined,Sx_26_34,26,train,,combined,native,True,135,24.87809888832271,,,29251
S,Sx_26_34_combined,Sx_26_34,26,train,,combined,best,True,135,41.36720917746425,,,29251
S,Sx_26_44_normal,Sx_26_44,26,train,,normal,native,True,125,24.295646809972823,,,29261
S,Sx_26_44_normal,Sx_26_44,26,train,,normal,best,True,175,51.404067961499095,,,29261
S,Sx_26_44_camera,Sx_26_44,26,train,,camera,native,True,135,25.328749833628535,,,29261
S,Sx_26_44_camera,Sx_26_44,26,train,,camera,best,True,165,48.96599518228322,,,29261
S,Sx_26_44_lighting,Sx_26_44,26,train,,lighting,native,True,140,26.202523302286863,,,29261
S,Sx_26_44_lighting,Sx_26_44,26,train,,lighting,best,True,175,50.66302899830043,,,29261
S,Sx_26_44_combined,Sx_26_44,26,train,,combined,native,True,170,30.846013358794153,,,29261
S,Sx_26_44_combined,Sx_26_44,26,train,,combined,best,True,170,50.57416561059654,,,29261
S,Sx_31_22_normal,Sx_31_22,31,train,,normal,native,True,90,22.165312215685844,,,34239
S,Sx_31_22_normal,Sx_31_22,31,train,,normal,best,True,90,32.008263726718724,,,34239
S,Sx_31_22_camera,Sx_31_22,31,train,,camera,native,True,100,23.384728896431625,,,34239
S,Sx_31_22_camera,Sx_31_22,31,train,,camera,best,True,95,33.381176796741784,,,34239
S,Sx_31_22_lighting,Sx_31_22,31,train,,lighting,native,True,95,22.609344348311424,,,34239
S,Sx_31_22_lighting,Sx_31_22,31,train,,lighting,best,True,95,33.208240849897265,,,34239
S,Sx_31_22_combined,Sx_31_22,31,train,,combined,native,True,95,22.52519945707172,,,34239
S,Sx_31_22_combined,Sx_31_22,31,train,,combined,best,True,95,32.36333501338959,,,34239
S,Sx_31_26_normal,Sx_31_26,31,train,,normal,native,True,95,22.29147654864937,,,34243
S,Sx_31_26_normal,Sx_31_26,31,train,,normal,best,True,90,31.736062796786427,,,34243
S,Sx_31_26_camera,Sx_31_26,31,train,,camera,native,True,95,22.062832827679813,,,34243
S,Sx_31_26_camera,Sx_31_26,31,train,,camera,best,True,125,40.01173340436071,,,34243
S,Sx_31_26_lighting,Sx_31_26,31,train,,lighting,native,True,100,23.159870555624366,,,34243
S,Sx_31_26_lighting,Sx_31_26,31,train,,lighting,best,True,105,35.93328657094389,,,34243
S,Sx_31_26_combined,Sx_31_26,31,train,,combined,native,True,95,22.702929832972586,,,34243
S,Sx_31_26_combined,Sx_31_26,31,train,,combined,best,True,120,39.61242158245295,,,34243
S,Sx_31_34_normal,Sx_31_34,31,train,,normal,native,True,90,22.12976151984185,,,34251
S,Sx_31_34_normal,Sx_31_34,31,train,,normal,best,True,105,35.39526084251702,,,34251
S,Sx_31_34_camera,Sx_31_34,31,train,,camera,native,True,95,22.961911145597696,,,34251
S,Sx_31_34_camera,Sx_31_34,31,train,,camera,best,True,100,34.445860562846065,,,34251
S,Sx_31_34_lighting,Sx_31_34,31,train,,lighting,native,True,150,31.60476710833609,,,34251
S,Sx_31_34_lighting,Sx_31_34,31,train,,lighting,best,True,100,34.417589196935296,,,34251
S,Sx_31_34_combined,Sx_31_34,31,train,,combined,native,True,95,22.80310771614313,,,34251
S,Sx_31_34_combined,Sx_31_34,31,train,,combined,best,True,100,33.522802707739174,,,34251
S,Sx_31_44_normal,Sx_31_44,31,train,,normal,native,True,90,21.821111546829343,,,34261
S,Sx_31_44_normal,Sx_31_44,31,train,,normal,best,True,90,31.554898497648537,,,34261
S,Sx_31_44_camera,Sx_31_44,31,train,,camera,native,True,270,47.953723893500865,,,34261
S,Sx_31_44_camera,Sx_31_44,31,train,,camera,best,True,95,32.986311805434525,,,34261
S,Sx_31_44_lighting,Sx_31_44,31,train,,lighting,native,True,90,21.634532331489027,,,34261
S,Sx_31_44_lighting,Sx_31_44,31,train,,lighting,best,True,95,33.601196131668985,,,34261
S,Sx_31_44_combined,Sx_31_44,31,train,,combined,native,True,95,22.569378599524498,,,34261
S,Sx_31_44_combined,Sx_31_44,31,train,,combined,best,True,90,31.47092774324119,,,34261
S,Sx_36_22_normal,Sx_36_22,36,train,,normal,native,True,90,21.488833867944777,,,39239
S,Sx_36_22_normal,Sx_36_22,36,train,,normal,best,True,90,31.190326942130923,,,39239
S,Sx_36_22_camera,Sx_36_22,36,train,,camera,native,True,135,28.328198425471783,,,39239
S,Sx_36_22_camera,Sx_36_22,36,train,,camera,best,True,115,38.573116950690746,,,39239
S,Sx_36_22_lighting,Sx_36_22,36,train,,lighting,native,True,95,22.129910118877888,,,39239
S,Sx_36_22_lighting,Sx_36_22,36,train,,lighting,best,True,90,31.85191017203033,,,39239
S,Sx_36_22_combined,Sx_36_22,36,train,,combined,native,True,125,26.80291310697794,,,39239
S,Sx_36_22_combined,Sx_36_22,36,train,,combined,best,True,115,39.143530703149736,,,39239
S,Sx_36_26_normal,Sx_36_26,36,train,,normal,native,True,85,21.03253515250981,,,39243
S,Sx_36_26_normal,Sx_36_26,36,train,,normal,best,True,85,30.200914344750345,,,39243
S,Sx_36_26_camera,Sx_36_26,36,train,,camera,native,True,90,21.720415119081736,,,39243
S,Sx_36_26_camera,Sx_36_26,36,train,,camera,best,True,90,31.65726950392127,,,39243
S,Sx_36_26_lighting,Sx_36_26,36,train,,lighting,native,True,85,20.745836260728538,,,39243
S,Sx_36_26_lighting,Sx_36_26,36,train,,lighting,best,True,85,30.435840848833323,,,39243
S,Sx_36_26_combined,Sx_36_26,36,train,,combined,native,True,90,21.865030974149704,,,39243
S,Sx_36_26_combined,Sx_36_26,36,train,,combined,best,True,90,31.085756743326783,,,39243
S,Sx_36_34_normal,Sx_36_34,36,train,,normal,native,True,80,19.938812039792538,,,39251
S,Sx_36_34_normal,Sx_36_34,36,train,,normal,best,True,80,29.059386574663222,,,39251
S,Sx_36_34_camera,Sx_36_34,36,train,,camera,native,True,90,21.84046447928995,,,39251
S,Sx_36_34_camera,Sx_36_34,36,train,,camera,best,True,90,31.59851776342839,,,39251
S,Sx_36_34_lighting,Sx_36_34,36,train,,lighting,native,True,80,20.120726455934346,,,39251
S,Sx_36_34_lighting,Sx_36_34,36,train,,lighting,best,True,80,28.93747135065496,,,39251
S,Sx_36_34_combined,Sx_36_34,36,train,,combined,native,True,90,22.198443530127406,,,39251
S,Sx_36_34_combined,Sx_36_34,36,train,,combined,best,True,90,31.829076888039708,,,39251
S,Sx_36_44_normal,Sx_36_44,36,train,,normal,native,True,85,21.079061318188906,,,39261
S,Sx_36_44_normal,Sx_36_44,36,train,,normal,best,True,85,30.97559825144708,,,39261
S,Sx_36_44_camera,Sx_36_44,36,train,,camera,native,True,100,22.89130946341902,,,39261
S,Sx_36_44_camera,Sx_36_44,36,train,,camera,best,True,90,32.55448277294636,,,39261
S,Sx_36_44_lighting,Sx_36_44,36,train,,lighting,native,True,85,21.038106195628643,,,39261
S,Sx_36_44_lighting,Sx_36_44,36,train,,lighting,best,True,85,30.152499719522893,,,39261
S,Sx_36_44_combined,Sx_36_44,36,train,,combined,native,True,110,24.94266294874251,,,39261
S,Sx_36_44_combined,Sx_36_44,36,train,,combined,best,True,90,31.949537265114486,,,39261
H,Hx_02_22_target0_visible,Hx_02_22,26,train,milk_1,visible,native,True,5,8.570817455649376,-0.012484693686774961,0,29239
H,Hx_02_22_target0_visible,Hx_02_22,26,train,milk_1,visible,best,True,5,8.688833765685558,-0.010950581265815301,0,29239
H,Hx_02_22_target0_hidden,Hx_02_22,26,train,milk_1,hidden,native,True,5,8.435713271610439,-0.002712651580618536,0,29239
H,Hx_02_22_target0_hidden,Hx_02_22,26,train,milk_1,hidden,best,True,5,8.579003328457475,-0.009404182037138026,0,29239
H,Hx_02_22_target1_visible,Hx_02_22,26,train,milk_1,visible,native,True,5,8.5633805077523,0.00677040466865958,1,29239
H,Hx_02_22_target1_visible,Hx_02_22,26,train,milk_1,visible,best,True,5,8.655806632712483,0.012277620401876715,1,29239
H,Hx_02_22_target1_hidden,Hx_02_22,26,train,milk_1,hidden,native,False,5,8.494658681564033,-0.002712651580618536,1,29239
H,Hx_02_22_target1_hidden,Hx_02_22,26,train,milk_1,hidden,best,True,5,8.63442435581237,0.01119545622200352,1,29239
H,Hx_02_26_target0_visible,Hx_02_26,26,train,milk_1,visible,native,True,5,8.478698232211173,-0.011981713584738984,0,29243
H,Hx_02_26_target0_visible,Hx_02_26,26,train,milk_1,visible,best,True,5,8.665364505723119,-0.013195606949238103,0,29243
H,Hx_02_26_target0_hidden,Hx_02_26,26,train,milk_1,hidden,native,True,5,8.523176033981144,-0.0022428785847164456,0,29243
H,Hx_02_26_target0_hidden,Hx_02_26,26,train,milk_1,hidden,best,True,5,8.617716717533767,-0.012030639930552645,0,29243
H,Hx_02_26_target1_visible,Hx_02_26,26,train,milk_1,visible,native,True,5,8.424903392791748,0.006952118734089713,1,29243
H,Hx_02_26_target1_visible,Hx_02_26,26,train,milk_1,visible,best,True,5,8.682825275696814,0.013999318951993467,1,29243
H,Hx_02_26_target1_hidden,Hx_02_26,26,train,milk_1,hidden,native,False,5,8.271746002137661,-0.0022428785847164456,1,29243
H,Hx_02_26_target1_hidden,Hx_02_26,26,train,milk_1,hidden,best,True,5,8.64065605495125,0.014080883763913643,1,29243
H,Hx_02_34_target0_visible,Hx_02_34,26,train,milk_1,visible,native,True,5,8.33262531273067,-0.014520790150459095,0,29251
H,Hx_02_34_target0_visible,Hx_02_34,26,train,milk_1,visible,best,True,5,8.675011430867016,-0.017236830730075925,0,29251
H,Hx_02_34_target0_hidden,Hx_02_34,26,train,milk_1,hidden,native,True,5,8.39223009813577,-0.0042554221459062125,0,29251
H,Hx_02_34_target0_hidden,Hx_02_34,26,train,milk_1,hidden,best,True,5,8.711674804799259,-0.015598121914340679,0,29251
H,Hx_02_34_target1_visible,Hx_02_34,26,train,milk_1,visible,native,True,5,8.387062706053257,0.006387070249160992,1,29251
H,Hx_02_34_target1_visible,Hx_02_34,26,train,milk_1,visible,best,True,5,8.685157188214362,0.010628545090779179,1,29251
H,Hx_02_34_target1_hidden,Hx_02_34,26,train,milk_1,hidden,native,False,5,8.488381971605122,-0.0042554221459061015,1,29251
H,Hx_02_34_target1_hidden,Hx_02_34,26,train,milk_1,hidden,best,True,5,8.781371465884149,0.009980877904742114,1,29251
H,Hx_02_44_target0_visible,Hx_02_44,26,train,milk_1,visible,native,True,5,8.566758207045496,-0.012694841125383355,0,29261
H,Hx_02_44_target0_visible,Hx_02_44,26,train,milk_1,visible,best,True,5,8.699319700710475,-0.012502141710049958,0,29261
H,Hx_02_44_target0_hidden,Hx_02_44,26,train,milk_1,hidden,native,True,5,8.437901734374464,-0.0037073153116828628,0,29261
H,Hx_02_44_target0_hidden,Hx_02_44,26,train,milk_1,hidden,best,True,5,8.629476605914533,-0.010747366190291457,0,29261
H,Hx_02_44_target1_visible,Hx_02_44,26,train,milk_1,visible,native,True,5,8.36676726397127,0.006090112488451399,1,29261
H,Hx_02_44_target1_visible,Hx_02_44,26,train,milk_1,visible,best,True,5,8.712642880156636,0.009458134934434259,1,29261
H,Hx_02_44_target1_hidden,Hx_02_44,26,train,milk_1,hidden,native,False,5,8.443446468561888,-0.0037073153116827795,1,29261
H,Hx_02_44_target1_hidden,Hx_02_44,26,train,milk_1,hidden,best,True,5,8.631916832178831,0.009644519660585216,1,29261
S,Sx_02_22_normal,Sx_02_22,2,test,,normal,native,True,340,42.14388702902943,,,5239
S,Sx_02_22_normal,Sx_02_22,2,test,,normal,best,False,500,110.88773570675403,,,5239
S,Sx_02_22_camera,Sx_02_22,2,test,,camera,native,False,500,58.67095515038818,,,5239
S,Sx_02_22_camera,Sx_02_22,2,test,,camera,best,False,500,112.02105298358947,,,5239
S,Sx_02_22_lighting,Sx_02_22,2,test,,lighting,native,True,295,37.50758584588766,,,5239
S,Sx_02_22_lighting,Sx_02_22,2,test,,lighting,best,False,500,115.09192648809403,,,5239
S,Sx_02_22_combined,Sx_02_22,2,test,,combined,native,False,500,58.72531645465642,,,5239
S,Sx_02_22_combined,Sx_02_22,2,test,,combined,best,False,500,112.34682017192245,,,5239
S,Sx_02_26_normal,Sx_02_26,2,test,,normal,native,True,260,33.788067552261055,,,5243
S,Sx_02_26_normal,Sx_02_26,2,test,,normal,best,True,315,74.02213266305625,,,5243
S,Sx_02_26_camera,Sx_02_26,2,test,,camera,native,True,475,56.00650250259787,,,5243
S,Sx_02_26_camera,Sx_02_26,2,test,,camera,best,False,500,112.35995293688029,,,5243
S,Sx_02_26_lighting,Sx_02_26,2,test,,lighting,native,True,250,32.70889274869114,,,5243
S,Sx_02_26_lighting,Sx_02_26,2,test,,lighting,best,False,500,113.04535822197795,,,5243
S,Sx_02_26_combined,Sx_02_26,2,test,,combined,native,True,260,34.01271847821772,,,5243
S,Sx_02_26_combined,Sx_02_26,2,test,,combined,best,False,500,114.99829515442252,,,5243
S,Sx_02_34_normal,Sx_02_34,2,test,,normal,native,True,250,32.71432818565518,,,5251
S,Sx_02_34_normal,Sx_02_34,2,test,,normal,best,True,280,65.21532310079783,,,5251
S,Sx_02_34_camera,Sx_02_34,2,test,,camera,native,False,500,58.16324366629124,,,5251
S,Sx_02_34_camera,Sx_02_34,2,test,,camera,best,False,500,112.88896070700139,,,5251
S,Sx_02_34_lighting,Sx_02_34,2,test,,lighting,native,True,240,31.757328831590712,,,5251
S,Sx_02_34_lighting,Sx_02_34,2,test,,lighting,best,True,285,69.38714115414768,,,5251
S,Sx_02_34_combined,Sx_02_34,2,test,,combined,native,False,500,58.278644835576415,,,5251
S,Sx_02_34_combined,Sx_02_34,2,test,,combined,best,False,500,111.50174792576581,,,5251
S,Sx_02_44_normal,Sx_02_44,2,test,,normal,native,False,500,58.15616333857179,,,5261
S,Sx_02_44_normal,Sx_02_44,2,test,,normal,best,True,270,66.19673611409962,,,5261
S,Sx_02_44_camera,Sx_02_44,2,test,,camera,native,True,425,51.71764202788472,,,5261
S,Sx_02_44_camera,Sx_02_44,2,test,,camera,best,False,500,113.45400067325681,,,5261
S,Sx_02_44_lighting,Sx_02_44,2,test,,lighting,native,False,500,58.256619580090046,,,5261
S,Sx_02_44_lighting,Sx_02_44,2,test,,lighting,best,True,340,79.1701938956976,,,5261
S,Sx_02_44_combined,Sx_02_44,2,test,,combined,native,True,255,33.2768791122362,,,5261
S,Sx_02_44_combined,Sx_02_44,2,test,,combined,best,False,500,113.86248073261231,,,5261
S,Sx_07_22_normal,Sx_07_22,7,train,,normal,native,True,235,36.301136285066605,,,10239
S,Sx_07_22_normal,Sx_07_22,7,train,,normal,best,True,255,68.02433677390218,,,10239
S,Sx_07_22_camera,Sx_07_22,7,train,,camera,native,False,500,63.63645947352052,,,10239
S,Sx_07_22_camera,Sx_07_22,7,train,,camera,best,False,500,118.9131407495588,,,10239
S,Sx_07_22_lighting,Sx_07_22,7,train,,lighting,native,True,225,35.37992080952972,,,10239
S,Sx_07_22_lighting,Sx_07_22,7,train,,lighting,best,True,255,64.4118288680911,,,10239
S,Sx_07_22_combined,Sx_07_22,7,train,,combined,native,False,500,64.3946469919756,,,10239
S,Sx_07_22_combined,Sx_07_22,7,train,,combined,best,False,500,118.68504054006189,,,10239
S,Sx_07_26_normal,Sx_07_26,7,train,,normal,native,True,230,35.78389796521515,,,10243
S,Sx_07_26_normal,Sx_07_26,7,train,,normal,best,True,230,61.47242623753846,,,10243
S,Sx_07_26_camera,Sx_07_26,7,train,,camera,native,False,500,64.75758370105177,,,10243
S,Sx_07_26_camera,Sx_07_26,7,train,,camera,best,True,340,85.92586168367416,,,10243
S,Sx_07_26_lighting,Sx_07_26,7,train,,lighting,native,True,235,36.48171898256987,,,10243
S,Sx_07_26_lighting,Sx_07_26,7,train,,lighting,best,True,220,59.90272480621934,,,10243
S,Sx_07_26_combined,Sx_07_26,7,train,,combined,native,False,500,64.856157341972,,,10243
S,Sx_07_26_combined,Sx_07_26,7,train,,combined,best,True,310,77.22718177177012,,,10243
S,Sx_07_34_normal,Sx_07_34,7,train,,normal,native,True,220,34.67559883650392,,,10251
S,Sx_07_34_normal,Sx_07_34,7,train,,normal,best,True,215,57.6880342354998,,,10251
S,Sx_07_34_camera,Sx_07_34,7,train,,camera,native,True,220,34.17521286197007,,,10251
S,Sx_07_34_camera,Sx_07_34,7,train,,camera,best,True,225,59.145503317937255,,,10251
S,Sx_07_34_lighting,Sx_07_34,7,train,,lighting,native,True,220,34.51359791960567,,,10251
S,Sx_07_34_lighting,Sx_07_34,7,train,,lighting,best,True,215,57.55334362294525,,,10251
S,Sx_07_34_combined,Sx_07_34,7,train,,combined,native,True,240,37.01025571115315,,,10251
S,Sx_07_34_combined,Sx_07_34,7,train,,combined,best,True,225,57.96906178165227,,,10251
S,Sx_07_44_normal,Sx_07_44,7,train,,normal,native,True,225,35.15803773794323,,,10261
S,Sx_07_44_normal,Sx_07_44,7,train,,normal,best,False,500,117.71628928929567,,,10261
S,Sx_07_44_camera,Sx_07_44,7,train,,camera,native,False,500,64.51492147147655,,,10261
S,Sx_07_44_camera,Sx_07_44,7,train,,camera,best,True,375,92.99021927174181,,,10261
S,Sx_07_44_lighting,Sx_07_44,7,train,,lighting,native,True,230,35.84764548856765,,,10261
S,Sx_07_44_lighting,Sx_07_44,7,train,,lighting,best,True,210,55.941941851750016,,,10261
S,Sx_07_44_combined,Sx_07_44,7,train,,combined,native,False,500,65.14173518214375,,,10261
S,Sx_07_44_combined,Sx_07_44,7,train,,combined,best,False,500,116.89713743608445,,,10261
S,Sx_12_22_normal,Sx_12_22,12,train,,normal,native,True,145,22.402685087174177,,,15239
S,Sx_12_22_normal,Sx_12_22,12,train,,normal,best,True,170,44.480621605180204,,,15239
S,Sx_12_22_camera,Sx_12_22,12,train,,camera,native,True,145,22.325030639767647,,,15239
S,Sx_12_22_camera,Sx_12_22,12,train,,camera,best,True,205,51.19729939382523,,,15239
S,Sx_12_22_lighting,Sx_12_22,12,train,,lighting,native,True,150,22.96162893343717,,,15239
S,Sx_12_22_lighting,Sx_12_22,12,train,,lighting,best,True,155,38.70351494848728,,,15239
S,Sx_12_22_combined,Sx_12_22,12,train,,combined,native,True,135,21.58101562783122,,,15239
S,Sx_12_22_combined,Sx_12_22,12,train,,combined,best,True,130,33.17121826019138,,,15239
S,Sx_12_26_normal,Sx_12_26,12,train,,normal,native,True,185,26.643618407659233,,,15243
S,Sx_12_26_normal,Sx_12_26,12,train,,normal,best,True,200,47.776317487470806,,,15243
S,Sx_12_26_camera,Sx_12_26,12,train,,camera,native,False,300,38.60547730885446,,,15243
S,Sx_12_26_camera,Sx_12_26,12,train,,camera,best,False,300,71.29286875296384,,,15243
S,Sx_12_26_lighting,Sx_12_26,12,train,,lighting,native,False,300,38.428484053350985,,,15243
S,Sx_12_26_lighting,Sx_12_26,12,train,,lighting,best,True,155,39.97861305437982,,,15243
S,Sx_12_26_combined,Sx_12_26,12,train,,combined,native,False,300,39.07031589653343,,,15243
S,Sx_12_26_combined,Sx_12_26,12,train,,combined,best,False,300,69.89573641493917,,,15243
S,Sx_12_34_normal,Sx_12_34,12,train,,normal,native,True,125,22.879014305770397,,,15251
S,Sx_12_34_normal,Sx_12_34,12,train,,normal,best,True,130,34.82947645988315,,,15251
S,Sx_12_34_camera,Sx_12_34,12,train,,camera,native,True,130,20.87149865925312,,,15251
S,Sx_12_34_camera,Sx_12_34,12,train,,camera,best,True,125,32.10004404466599,,,15251
S,Sx_12_34_lighting,Sx_12_34,12,train,,lighting,native,True,130,20.83159193303436,,,15251
S,Sx_12_34_lighting,Sx_12_34,12,train,,lighting,best,True,135,32.670911324210465,,,15251
S,Sx_12_34_combined,Sx_12_34,12,train,,combined,native,True,140,22.037274790927768,,,15251
S,Sx_12_34_combined,Sx_12_34,12,train,,combined,best,False,300,70.099031326361,,,15251
S,Sx_12_44_normal,Sx_12_44,12,train,,normal,native,True,145,22.351071447134018,,,15261
S,Sx_12_44_normal,Sx_12_44,12,train,,normal,best,True,155,29.246606709435582,,,15261
S,Sx_12_44_camera,Sx_12_44,12,train,,camera,native,True,155,24.161471486091614,,,15261
S,Sx_12_44_camera,Sx_12_44,12,train,,camera,best,True,295,41.83366565965116,,,15261
S,Sx_12_44_lighting,Sx_12_44,12,train,,lighting,native,True,155,24.161406707949936,,,15261
S,Sx_12_44_lighting,Sx_12_44,12,train,,lighting,best,True,150,27.336282062344253,,,15261
S,Sx_12_44_combined,Sx_12_44,12,train,,combined,native,True,155,23.616312053985894,,,15261
S,Sx_12_44_combined,Sx_12_44,12,train,,combined,best,True,195,31.5829854933545,,,15261
S,Sx_17_22_normal,Sx_17_22,17,train,,normal,native,True,160,24.13875636085868,,,20239
S,Sx_17_22_normal,Sx_17_22,17,train,,normal,best,True,115,23.620337462052703,,,20239
S,Sx_17_22_camera,Sx_17_22,17,train,,camera,native,True,130,20.80602378770709,,,20239
S,Sx_17_22_camera,Sx_17_22,17,train,,camera,best,True,115,23.527087182737887,,,20239
S,Sx_17_22_lighting,Sx_17_22,17,train,,lighting,native,True,155,23.330557798966765,,,20239
S,Sx_17_22_lighting,Sx_17_22,17,train,,lighting,best,True,115,22.760664824396372,,,20239
S,Sx_17_22_combined,Sx_17_22,17,train,,combined,native,True,145,22.38047053758055,,,20239
S,Sx_17_22_combined,Sx_17_22,17,train,,combined,best,True,120,23.994679969735444,,,20239
S,Sx_17_26_normal,Sx_17_26,17,train,,normal,native,True,125,20.28981283865869,,,20243
S,Sx_17_26_normal,Sx_17_26,17,train,,normal,best,True,125,24.040718401782215,,,20243
S,Sx_17_26_camera,Sx_17_26,17,train,,camera,native,True,175,25.497350346297026,,,20243
S,Sx_17_26_camera,Sx_17_26,17,train,,camera,best,True,190,30.517003276385367,,,20243
S,Sx_17_26_lighting,Sx_17_26,17,train,,lighting,native,True,120,20.17230169568211,,,20243
S,Sx_17_26_lighting,Sx_17_26,17,train,,lighting,best,True,125,24.002253448590636,,,20243
S,Sx_17_26_combined,Sx_17_26,17,train,,combined,native,True,130,20.7973500918597,,,20243
S,Sx_17_26_combined,Sx_17_26,17,train,,combined,best,True,195,31.27515354845673,,,20243
S,Sx_17_34_normal,Sx_17_34,17,train,,normal,native,True,120,19.66858136281371,,,20251
S,Sx_17_34_normal,Sx_17_34,17,train,,normal,best,True,120,23.91284799389541,,,20251
S,Sx_17_34_camera,Sx_17_34,17,train,,camera,native,False,300,39.06581883318722,,,20251
S,Sx_17_34_camera,Sx_17_34,17,train,,camera,best,True,120,23.69653807953,,,20251
S,Sx_17_34_lighting,Sx_17_34,17,train,,lighting,native,True,130,20.87625704240054,,,20251
S,Sx_17_34_lighting,Sx_17_34,17,train,,lighting,best,True,120,23.66892881784588,,,20251
S,Sx_17_34_combined,Sx_17_34,17,train,,combined,native,False,300,38.88665497303009,,,20251
S,Sx_17_34_combined,Sx_17_34,17,train,,combined,best,True,120,23.83383383229375,,,20251
S,Sx_17_44_normal,Sx_17_44,17,train,,normal,native,True,130,20.690162057057023,,,20261
S,Sx_17_44_normal,Sx_17_44,17,train,,normal,best,True,125,24.49310207180679,,,20261
S,Sx_17_44_camera,Sx_17_44,17,train,,camera,native,True,120,19.728068341501057,,,20261
S,Sx_17_44_camera,Sx_17_44,17,train,,camera,best,False,300,40.689162318594754,,,20261
S,Sx_17_44_lighting,Sx_17_44,17,train,,lighting,native,True,130,20.978293515741825,,,20261
S,Sx_17_44_lighting,Sx_17_44,17,train,,lighting,best,True,125,24.62441278155893,,,20261
S,Sx_17_44_combined,Sx_17_44,17,train,,combined,native,True,125,20.23480795416981,,,20261
S,Sx_17_44_combined,Sx_17_44,17,train,,combined,best,False,300,40.70414156652987,,,20261
S,Sx_22_22_normal,Sx_22_22,22,train,,normal,native,True,145,21.76743055600673,,,25239
S,Sx_22_22_normal,Sx_22_22,22,train,,normal,best,True,145,25.867544162087142,,,25239
S,Sx_22_22_camera,Sx_22_22,22,train,,camera,native,True,145,21.892310122027993,,,25239
S,Sx_22_22_camera,Sx_22_22,22,train,,camera,best,True,225,33.37727232184261,,,25239
S,Sx_22_22_lighting,Sx_22_22,22,train,,lighting,native,True,140,21.690973264165223,,,25239
S,Sx_22_22_lighting,Sx_22_22,22,train,,lighting,best,True,140,25.612259949557483,,,25239
S,Sx_22_22_combined,Sx_22_22,22,train,,combined,native,False,300,37.87260431796312,,,25239
S,Sx_22_22_combined,Sx_22_22,22,train,,combined,best,True,185,29.38858364894986,,,25239
S,Sx_22_26_normal,Sx_22_26,22,train,,normal,native,True,180,26.33903443440795,,,25243
S,Sx_22_26_normal,Sx_22_26,22,train,,normal,best,True,165,27.389498722739518,,,25243
