kind,case_id,layout,task_index,our_training_split,target_object,condition,policy,correct_or_successful,control_steps,wall_seconds,axis_displacement_m,target_index,manual_seed
S,Sx_20_34_combined,Sx_20_34,20,train,,combined,native,True,155,24.820963157340884,,,23251
S,Sx_20_34_combined,Sx_20_34,20,train,,combined,best,True,145,27.59312192723155,,,23251
S,Sx_20_44_normal,Sx_20_44,20,train,,normal,native,True,175,25.48013928346336,,,23261
S,Sx_20_44_normal,Sx_20_44,20,train,,normal,best,True,170,30.810167209245265,,,23261
S,Sx_20_44_camera,Sx_20_44,20,train,,camera,native,True,145,22.312326098792255,,,23261
S,Sx_20_44_camera,Sx_20_44,20,train,,camera,best,False,300,50.25028838124126,,,23261
S,Sx_20_44_lighting,Sx_20_44,20,train,,lighting,native,True,135,25.50720299500972,,,23261
S,Sx_20_44_lighting,Sx_20_44,20,train,,lighting,best,True,180,32.22665075212717,,,23261
S,Sx_20_44_combined,Sx_20_44,20,train,,combined,native,True,130,21.755147164687514,,,23261
S,Sx_20_44_combined,Sx_20_44,20,train,,combined,best,True,170,30.898404727689922,,,23261
S,Sx_25_22_normal,Sx_25_22,25,train,,normal,native,True,130,21.58389698341489,,,28239
S,Sx_25_22_normal,Sx_25_22,25,train,,normal,best,True,130,25.215727960690856,,,28239
S,Sx_25_22_camera,Sx_25_22,25,train,,camera,native,True,130,21.136797843500972,,,28239
S,Sx_25_22_camera,Sx_25_22,25,train,,camera,best,True,130,25.34968418069184,,,28239
S,Sx_25_22_lighting,Sx_25_22,25,train,,lighting,native,True,130,21.23529122211039,,,28239
S,Sx_25_22_lighting,Sx_25_22,25,train,,lighting,best,True,130,25.183873283676803,,,28239
S,Sx_25_22_combined,Sx_25_22,25,train,,combined,native,True,140,21.856874485500157,,,28239
S,Sx_25_22_combined,Sx_25_22,25,train,,combined,best,True,135,25.887937273830175,,,28239
S,Sx_25_26_normal,Sx_25_26,25,train,,normal,native,True,135,21.368252362124622,,,28243
S,Sx_25_26_normal,Sx_25_26,25,train,,normal,best,True,150,28.107270520180464,,,28243
S,Sx_25_26_camera,Sx_25_26,25,train,,camera,native,True,130,20.948407019488513,,,28243
S,Sx_25_26_camera,Sx_25_26,25,train,,camera,best,True,135,26.058811186812818,,,28243
S,Sx_25_26_lighting,Sx_25_26,25,train,,lighting,native,True,140,21.838724344037473,,,28243
S,Sx_25_26_lighting,Sx_25_26,25,train,,lighting,best,True,155,29.021893276832998,,,28243
S,Sx_25_26_combined,Sx_25_26,25,train,,combined,native,True,135,21.512193902395666,,,28243
S,Sx_25_26_combined,Sx_25_26,25,train,,combined,best,True,135,26.118167934007943,,,28243
S,Sx_25_34_normal,Sx_25_34,25,train,,normal,native,True,125,23.55051299277693,,,28251
S,Sx_25_34_normal,Sx_25_34,25,train,,normal,best,True,160,29.74330367986113,,,28251
S,Sx_25_34_camera,Sx_25_34,25,train,,camera,native,True,135,21.331667787395418,,,28251
S,Sx_25_34_camera,Sx_25_34,25,train,,camera,best,True,135,26.159893848001957,,,28251
S,Sx_25_34_lighting,Sx_25_34,25,train,,lighting,native,True,130,21.125257274135947,,,28251
S,Sx_25_34_lighting,Sx_25_34,25,train,,lighting,best,True,140,26.878721178509295,,,28251
S,Sx_25_34_combined,Sx_25_34,25,train,,combined,native,True,130,21.47734114713967,,,28251
S,Sx_25_34_combined,Sx_25_34,25,train,,combined,best,True,130,25.49355764593929,,,28251
S,Sx_25_44_normal,Sx_25_44,25,train,,normal,native,True,130,20.81602737866342,,,28261
S,Sx_25_44_normal,Sx_25_44,25,train,,normal,best,True,135,25.9446989512071,,,28261
S,Sx_25_44_camera,Sx_25_44,25,train,,camera,native,True,125,20.297036895528436,,,28261
S,Sx_25_44_camera,Sx_25_44,25,train,,camera,best,True,165,30.196107531897724,,,28261
S,Sx_25_44_lighting,Sx_25_44,25,train,,lighting,native,True,130,20.72632093168795,,,28261
S,Sx_25_44_lighting,Sx_25_44,25,train,,lighting,best,True,135,26.06421419326216,,,28261
S,Sx_25_44_combined,Sx_25_44,25,train,,combined,native,True,155,23.993720746599138,,,28261
S,Sx_25_44_combined,Sx_25_44,25,train,,combined,best,True,165,30.467636540532112,,,28261
S,Sx_30_22_normal,Sx_30_22,30,train,,normal,native,True,110,20.824703448452055,,,33239
S,Sx_30_22_normal,Sx_30_22,30,train,,normal,best,True,110,24.80662772897631,,,33239
S,Sx_30_22_camera,Sx_30_22,30,train,,camera,native,True,80,17.653643948957324,,,33239
S,Sx_30_22_camera,Sx_30_22,30,train,,camera,best,True,70,18.73405527882278,,,33239
S,Sx_30_22_lighting,Sx_30_22,30,train,,lighting,native,True,110,21.013835394755006,,,33239
S,Sx_30_22_lighting,Sx_30_22,30,train,,lighting,best,True,110,24.74445579200983,,,33239
S,Sx_30_22_combined,Sx_30_22,30,train,,combined,native,True,80,17.57301170192659,,,33239
S,Sx_30_22_combined,Sx_30_22,30,train,,combined,best,True,75,19.54105971660465,,,33239
S,Sx_30_26_normal,Sx_30_26,30,train,,normal,native,True,85,17.984271849505603,,,33243
S,Sx_30_26_normal,Sx_30_26,30,train,,normal,best,True,110,24.797140781767666,,,33243
S,Sx_30_26_camera,Sx_30_26,30,train,,camera,native,True,80,17.726983681321144,,,33243
S,Sx_30_26_camera,Sx_30_26,30,train,,camera,best,True,85,21.143768289126456,,,33243
S,Sx_30_26_lighting,Sx_30_26,30,train,,lighting,native,True,85,18.173198878765106,,,33243
S,Sx_30_26_lighting,Sx_30_26,30,train,,lighting,best,True,85,21.118997308425605,,,33243
S,Sx_30_26_combined,Sx_30_26,30,train,,combined,native,False,300,42.01679247897118,,,33243
S,Sx_30_26_combined,Sx_30_26,30,train,,combined,best,True,115,25.567632420919836,,,33243
S,Sx_30_34_normal,Sx_30_34,30,train,,normal,native,True,80,17.540116030722857,,,33251
S,Sx_30_34_normal,Sx_30_34,30,train,,normal,best,True,115,25.566861207596958,,,33251
S,Sx_30_34_camera,Sx_30_34,30,train,,camera,native,True,85,18.077098935842514,,,33251
S,Sx_30_34_camera,Sx_30_34,30,train,,camera,best,True,85,21.036611796356738,,,33251
S,Sx_30_34_lighting,Sx_30_34,30,train,,lighting,native,True,80,17.86135007441044,,,33251
S,Sx_30_34_lighting,Sx_30_34,30,train,,lighting,best,True,85,21.042972105555236,,,33251
S,Sx_30_34_combined,Sx_30_34,30,train,,combined,native,True,135,23.78747854847461,,,33251
S,Sx_30_34_combined,Sx_30_34,30,train,,combined,best,True,80,20.336869843304157,,,33251
S,Sx_30_44_normal,Sx_30_44,30,train,,normal,native,True,80,17.498868172056973,,,33261
S,Sx_30_44_normal,Sx_30_44,30,train,,normal,best,True,80,20.27136124111712,,,33261
S,Sx_30_44_camera,Sx_30_44,30,train,,camera,native,False,300,41.709955987520516,,,33261
S,Sx_30_44_camera,Sx_30_44,30,train,,camera,best,True,75,19.552032836712897,,,33261
S,Sx_30_44_lighting,Sx_30_44,30,train,,lighting,native,True,80,17.56526745762676,,,33261
S,Sx_30_44_lighting,Sx_30_44,30,train,,lighting,best,True,80,20.232235983014107,,,33261
S,Sx_30_44_combined,Sx_30_44,30,train,,combined,native,True,190,29.6507425326854,,,33261
S,Sx_30_44_combined,Sx_30_44,30,train,,combined,best,True,75,19.443495984189212,,,33261
S,Sx_35_22_normal,Sx_35_22,35,train,,normal,native,True,100,19.706357897259295,,,38239
S,Sx_35_22_normal,Sx_35_22,35,train,,normal,best,True,105,23.48698660824448,,,38239
S,Sx_35_22_camera,Sx_35_22,35,train,,camera,native,True,105,20.147340518422425,,,38239
S,Sx_35_22_camera,Sx_35_22,35,train,,camera,best,True,110,24.83237461000681,,,38239
S,Sx_35_22_lighting,Sx_35_22,35,train,,lighting,native,True,100,19.855131953954697,,,38239
S,Sx_35_22_lighting,Sx_35_22,35,train,,lighting,best,True,105,23.68762817978859,,,38239
S,Sx_35_22_combined,Sx_35_22,35,train,,combined,native,True,105,20.461029328405857,,,38239
S,Sx_35_22_combined,Sx_35_22,35,train,,combined,best,True,125,26.64760352484882,,,38239
S,Sx_35_26_normal,Sx_35_26,35,train,,normal,native,True,105,20.22013465873897,,,38243
S,Sx_35_26_normal,Sx_35_26,35,train,,normal,best,True,120,26.270958458073437,,,38243
S,Sx_35_26_camera,Sx_35_26,35,train,,camera,native,True,115,21.504260235466063,,,38243
S,Sx_35_26_camera,Sx_35_26,35,train,,camera,best,True,120,26.041436872445047,,,38243
S,Sx_35_26_lighting,Sx_35_26,35,train,,lighting,native,True,110,20.818280776962638,,,38243
S,Sx_35_26_lighting,Sx_35_26,35,train,,lighting,best,True,120,26.053942452184856,,,38243
S,Sx_35_26_combined,Sx_35_26,35,train,,combined,native,True,120,21.895020812749863,,,38243
S,Sx_35_26_combined,Sx_35_26,35,train,,combined,best,True,120,26.088852587155998,,,38243
S,Sx_35_34_normal,Sx_35_34,35,train,,normal,native,True,105,20.304671354591846,,,38251
S,Sx_35_34_normal,Sx_35_34,35,train,,normal,best,True,110,24.622130476869643,,,38251
S,Sx_35_34_camera,Sx_35_34,35,train,,camera,native,True,110,20.86951499339193,,,38251
S,Sx_35_34_camera,Sx_35_34,35,train,,camera,best,True,115,25.74551685899496,,,38251
S,Sx_35_34_lighting,Sx_35_34,35,train,,lighting,native,True,135,23.569109754636884,,,38251
S,Sx_35_34_lighting,Sx_35_34,35,train,,lighting,best,True,110,24.942230832763016,,,38251
S,Sx_35_34_combined,Sx_35_34,35,train,,combined,native,True,110,20.871307527646422,,,38251
S,Sx_35_34_combined,Sx_35_34,35,train,,combined,best,True,115,25.53893087990582,,,38251
S,Sx_35_44_normal,Sx_35_44,35,train,,normal,native,True,115,21.46948983427137,,,38261
S,Sx_35_44_normal,Sx_35_44,35,train,,normal,best,True,120,26.0459707910195,,,38261
S,Sx_35_44_camera,Sx_35_44,35,train,,camera,native,True,125,22.513054589740932,,,38261
S,Sx_35_44_camera,Sx_35_44,35,train,,camera,best,True,170,33.55676445364952,,,38261
S,Sx_35_44_lighting,Sx_35_44,35,train,,lighting,native,True,110,20.92702146526426,,,38261
S,Sx_35_44_lighting,Sx_35_44,35,train,,lighting,best,True,125,26.86243207193911,,,38261
S,Sx_35_44_combined,Sx_35_44,35,train,,combined,native,True,125,22.44827139377594,,,38261
S,Sx_35_44_combined,Sx_35_44,35,train,,combined,best,True,265,47.828153969720006,,,38261
P,Px_01_22_normal,Px_01_22,17,train,wine_bottle_1,normal,native,True,160,24.165655347518623,,,20239
P,Px_01_22_normal,Px_01_22,17,train,wine_bottle_1,normal,best,True,120,24.221632830798626,,,20239
P,Px_01_22_minus_y,Px_01_22,17,train,wine_bottle_1,minus_y,native,True,125,20.315798638388515,,,20239
P,Px_01_22_minus_y,Px_01_22,17,train,wine_bottle_1,minus_y,best,True,145,27.96441219188273,,,20239
P,Px_01_22_plus_y,Px_01_22,17,train,wine_bottle_1,plus_y,native,True,130,20.665801404975355,,,20239
P,Px_01_22_plus_y,Px_01_22,17,train,wine_bottle_1,plus_y,best,True,120,24.175596612505615,,,20239
P,Px_01_26_normal,Px_01_26,17,train,wine_bottle_1,normal,native,True,125,20.203244908712804,,,20243
P,Px_01_26_normal,Px_01_26,17,train,wine_bottle_1,normal,best,True,135,26.051362745463848,,,20243
P,Px_01_26_minus_y,Px_01_26,17,train,wine_bottle_1,minus_y,native,True,120,19.926234148442745,,,20243
P,Px_01_26_minus_y,Px_01_26,17,train,wine_bottle_1,minus_y,best,True,125,24.670951147563756,,,20243
P,Px_01_26_plus_y,Px_01_26,17,train,wine_bottle_1,plus_y,native,True,125,20.383965948596597,,,20243
P,Px_01_26_plus_y,Px_01_26,17,train,wine_bottle_1,plus_y,best,True,125,24.900765465572476,,,20243
P,Px_01_34_normal,Px_01_34,17,train,wine_bottle_1,normal,native,True,130,20.80528494156897,,,20251
P,Px_01_34_normal,Px_01_34,17,train,wine_bottle_1,normal,best,True,120,23.903679649345577,,,20251
P,Px_01_34_minus_y,Px_01_34,17,train,wine_bottle_1,minus_y,native,False,300,38.35360957775265,,,20251
P,Px_01_34_minus_y,Px_01_34,17,train,wine_bottle_1,minus_y,best,False,300,49.42430767789483,,,20251
P,Px_01_34_plus_y,Px_01_34,17,train,wine_bottle_1,plus_y,native,True,235,32.00217825174332,,,20251
P,Px_01_34_plus_y,Px_01_34,17,train,wine_bottle_1,plus_y,best,True,125,24.970480614341795,,,20251
P,Px_01_44_normal,Px_01_44,17,train,wine_bottle_1,normal,native,True,130,20.863014567643404,,,20261
P,Px_01_44_normal,Px_01_44,17,train,wine_bottle_1,normal,best,True,125,24.805042242631316,,,20261
P,Px_01_44_minus_y,Px_01_44,17,train,wine_bottle_1,minus_y,native,True,130,20.841792114079,,,20261
P,Px_01_44_minus_y,Px_01_44,17,train,wine_bottle_1,minus_y,best,True,120,24.031258014962077,,,20261
P,Px_01_44_plus_y,Px_01_44,17,train,wine_bottle_1,plus_y,native,True,135,21.272779792547226,,,20261
P,Px_01_44_plus_y,Px_01_44,17,train,wine_bottle_1,plus_y,best,True,130,25.322439182549715,,,20261
S,Sx_01_22_normal,Sx_01_22,1,validation,,normal,native,True,205,28.63988950289786,,,4239
S,Sx_01_22_normal,Sx_01_22,1,validation,,normal,best,True,230,56.36597195267677,,,4239
S,Sx_01_22_camera,Sx_01_22,1,validation,,camera,native,False,500,59.73716677073389,,,4239
S,Sx_01_22_camera,Sx_01_22,1,validation,,camera,best,False,500,116.13970161043108,,,4239
S,Sx_01_22_lighting,Sx_01_22,1,validation,,lighting,native,True,235,31.24553303141147,,,4239
S,Sx_01_22_lighting,Sx_01_22,1,validation,,lighting,best,True,220,54.44897336978465,,,4239
S,Sx_01_22_combined,Sx_01_22,1,validation,,combined,native,True,305,38.68913184572011,,,4239
S,Sx_01_22_combined,Sx_01_22,1,validation,,combined,best,True,315,74.46094786934555,,,4239
S,Sx_01_26_normal,Sx_01_26,1,validation,,normal,native,True,230,30.841162510216236,,,4243
S,Sx_01_26_normal,Sx_01_26,1,validation,,normal,best,True,250,61.69200763292611,,,4243
S,Sx_01_26_camera,Sx_01_26,1,validation,,camera,native,False,500,60.38741679210216,,,4243
S,Sx_01_26_camera,Sx_01_26,1,validation,,camera,best,True,225,56.74932518508285,,,4243
S,Sx_01_26_lighting,Sx_01_26,1,validation,,lighting,native,True,260,34.343584100715816,,,4243
S,Sx_01_26_lighting,Sx_01_26,1,validation,,lighting,best,True,250,59.5084829647094,,,4243
S,Sx_01_26_combined,Sx_01_26,1,validation,,combined,native,False,500,60.148120356723666,,,4243
S,Sx_01_26_combined,Sx_01_26,1,validation,,combined,best,True,230,54.671589964069426,,,4243
S,Sx_01_34_normal,Sx_01_34,1,validation,,normal,native,True,215,29.130774752236903,,,4251
S,Sx_01_34_normal,Sx_01_34,1,validation,,normal,best,False,500,113.9606619561091,,,4251
S,Sx_01_34_camera,Sx_01_34,1,validation,,camera,native,False,500,59.70888605341315,,,4251
S,Sx_01_34_camera,Sx_01_34,1,validation,,camera,best,False,500,118.09137782733887,,,4251
S,Sx_01_34_lighting,Sx_01_34,1,validation,,lighting,native,False,500,60.14913310855627,,,4251
S,Sx_01_34_lighting,Sx_01_34,1,validation,,lighting,best,True,225,57.11879731249064,,,4251
S,Sx_01_34_combined,Sx_01_34,1,validation,,combined,native,False,500,59.996538704261184,,,4251
S,Sx_01_34_combined,Sx_01_34,1,validation,,combined,best,False,500,110.28012985922396,,,4251
S,Sx_01_44_normal,Sx_01_44,1,validation,,normal,native,True,240,32.03150949534029,,,4261
S,Sx_01_44_normal,Sx_01_44,1,validation,,normal,best,False,500,116.84733572602272,,,4261
S,Sx_01_44_camera,Sx_01_44,1,validation,,camera,native,False,500,60.504751295782626,,,4261
S,Sx_01_44_camera,Sx_01_44,1,validation,,camera,best,False,500,120.75053391139954,,,4261
S,Sx_01_44_lighting,Sx_01_44,1,validation,,lighting,native,True,250,32.794826361350715,,,4261
S,Sx_01_44_lighting,Sx_01_44,1,validation,,lighting,best,False,500,114.63353065494448,,,4261
S,Sx_01_44_combined,Sx_01_44,1,validation,,combined,native,False,500,60.48532810527831,,,4261
S,Sx_01_44_combined,Sx_01_44,1,validation,,combined,best,False,500,116.48595073260367,,,4261
S,Sx_06_22_normal,Sx_06_22,6,validation,,normal,native,True,230,33.7284418605268,,,9239
S,Sx_06_22_normal,Sx_06_22,6,validation,,normal,best,True,230,60.06961135007441,,,9239
S,Sx_06_22_camera,Sx_06_22,6,validation,,camera,native,True,265,37.50115180294961,,,9239
S,Sx_06_22_camera,Sx_06_22,6,validation,,camera,best,True,270,69.78063726704568,,,9239
S,Sx_06_22_lighting,Sx_06_22,6,validation,,lighting,native,True,265,37.632045838050544,,,9239
S,Sx_06_22_lighting,Sx_06_22,6,validation,,lighting,best,True,230,56.73575187660754,,,9239
S,Sx_06_22_combined,Sx_06_22,6,validation,,combined,native,True,265,37.493807452730834,,,9239
S,Sx_06_22_combined,Sx_06_22,6,validation,,combined,best,False,500,115.34323961474001,,,9239
S,Sx_06_26_normal,Sx_06_26,6,validation,,normal,native,True,340,45.83902455307543,,,9243
S,Sx_06_26_normal,Sx_06_26,6,validation,,normal,best,True,255,66.27603842597455,,,9243
S,Sx_06_26_camera,Sx_06_26,6,validation,,camera,native,True,260,36.811920542269945,,,9243
S,Sx_06_26_camera,Sx_06_26,6,validation,,camera,best,True,280,72.54583711456507,,,9243
S,Sx_06_26_lighting,Sx_06_26,6,validation,,lighting,native,True,290,40.57808970566839,,,9243
S,Sx_06_26_lighting,Sx_06_26,6,validation,,lighting,best,True,300,75.1378188431263,,,9243
S,Sx_06_26_combined,Sx_06_26,6,validation,,combined,native,False,500,63.62287670746446,,,9243
S,Sx_06_26_combined,Sx_06_26,6,validation,,combined,best,True,280,67.96303621307015,,,9243
S,Sx_06_34_normal,Sx_06_34,6,validation,,normal,native,True,260,36.949277240782976,,,9251
S,Sx_06_34_normal,Sx_06_34,6,validation,,normal,best,True,250,66.31416932772845,,,9251
S,Sx_06_34_camera,Sx_06_34,6,validation,,camera,native,True,295,41.10137748811394,,,9251
S,Sx_06_34_camera,Sx_06_34,6,validation,,camera,best,True,415,103.55400384310633,,,9251
S,Sx_06_34_lighting,Sx_06_34,6,validation,,lighting,native,True,265,37.469765443354845,,,9251
S,Sx_06_34_lighting,Sx_06_34,6,validation,,lighting,best,True,260,62.82028326950967,,,9251
S,Sx_06_34_combined,Sx_06_34,6,validation,,combined,native,True,445,57.930992304347456,,,9251
S,Sx_06_34_combined,Sx_06_34,6,validation,,combined,best,True,260,64.48061914090067,,,9251
S,Sx_06_44_normal,Sx_06_44,6,validation,,normal,native,True,250,35.693831448443234,,,9261
S,Sx_06_44_normal,Sx_06_44,6,validation,,normal,best,True,265,65.41913764178753,,,9261
S,Sx_06_44_camera,Sx_06_44,6,validation,,camera,native,True,305,42.16805922053754,,,9261
S,Sx_06_44_camera,Sx_06_44,6,validation,,camera,best,True,260,63.99830426182598,,,9261
S,Sx_06_44_lighting,Sx_06_44,6,validation,,lighting,native,True,260,37.35391893610358,,,9261
S,Sx_06_44_lighting,Sx_06_44,6,validation,,lighting,best,True,260,63.852522764354944,,,9261
S,Sx_06_44_combined,Sx_06_44,6,validation,,combined,native,True,305,42.95625204406679,,,9261
S,Sx_06_44_combined,Sx_06_44,6,validation,,combined,best,True,255,60.047664972022176,,,9261
S,Sx_11_22_normal,Sx_11_22,11,train,,normal,native,True,190,27.981776365078986,,,14239
S,Sx_11_22_normal,Sx_11_22,11,train,,normal,best,True,285,69.51919041574001,,,14239
S,Sx_11_22_camera,Sx_11_22,11,train,,camera,native,True,195,33.96155523788184,,,14239
S,Sx_11_22_camera,Sx_11_22,11,train,,camera,best,False,300,73.15402741730213,,,14239
S,Sx_11_22_lighting,Sx_11_22,11,train,,lighting,native,True,180,29.427624575793743,,,14239
S,Sx_11_22_lighting,Sx_11_22,11,train,,lighting,best,True,245,60.13127312529832,,,14239
S,Sx_11_22_combined,Sx_11_22,11,train,,combined,native,True,215,45.63055387791246,,,14239
S,Sx_11_22_combined,Sx_11_22,11,train,,combined,best,False,300,71.54235772415996,,,14239
S,Sx_11_26_normal,Sx_11_26,11,train,,normal,native,True,180,36.97272779606283,,,14243
S,Sx_11_26_normal,Sx_11_26,11,train,,normal,best,True,175,44.56446023378521,,,14243
S,Sx_11_26_camera,Sx_11_26,11,train,,camera,native,False,300,39.95156165305525,,,14243
S,Sx_11_26_camera,Sx_11_26,11,train,,camera,best,False,300,70.84466600511223,,,14243
S,Sx_11_26_lighting,Sx_11_26,11,train,,lighting,native,True,180,26.715459297411144,,,14243
S,Sx_11_26_lighting,Sx_11_26,11,train,,lighting,best,True,185,46.456652079708874,,,14243
S,Sx_11_26_combined,Sx_11_26,11,train,,combined,native,False,300,39.458524827845395,,,14243
S,Sx_11_26_combined,Sx_11_26,11,train,,combined,best,False,300,70.89155347272754,,,14243
S,Sx_11_34_normal,Sx_11_34,11,train,,normal,native,True,170,25.530951792374253,,,14251
S,Sx_11_34_normal,Sx_11_34,11,train,,normal,best,False,300,70.57082103285939,,,14251
S,Sx_11_34_camera,Sx_11_34,11,train,,camera,native,False,300,53.13762315735221,,,14251
S,Sx_11_34_camera,Sx_11_34,11,train,,camera,best,True,250,60.26212542317808,,,14251
S,Sx_11_34_lighting,Sx_11_34,11,train,,lighting,native,True,170,38.41078235581517,,,14251
S,Sx_11_34_lighting,Sx_11_34,11,train,,lighting,best,True,195,47.90835654735565,,,14251
S,Sx_11_34_combined,Sx_11_34,11,train,,combined,native,False,300,44.0832545068115,,,14251
S,Sx_11_34_combined,Sx_11_34,11,train,,combined,best,True,200,50.28960689064115,,,14251
S,Sx_11_44_normal,Sx_11_44,11,train,,normal,native,True,175,26.093700213357806,,,14261
S,Sx_11_44_normal,Sx_11_44,11,train,,normal,best,True,185,46.53641722723842,,,14261
S,Sx_11_44_camera,Sx_11_44,11,train,,camera,native,True,210,34.22649639379233,,,14261
S,Sx_11_44_camera,Sx_11_44,11,train,,camera,best,True,185,47.0583264362067,,,14261
S,Sx_11_44_lighting,Sx_11_44,11,train,,lighting,native,True,180,31.38291696831584,,,14261
S,Sx_11_44_lighting,Sx_11_44,11,train,,lighting,best,True,185,46.474340225569904,,,14261
S,Sx_11_44_combined,Sx_11_44,11,train,,combined,native,True,200,34.461296290159225,,,14261
S,Sx_11_44_combined,Sx_11_44,11,train,,combined,best,True,185,47.74973229691386,,,14261
S,Sx_16_22_normal,Sx_16_22,16,train,,normal,native,True,90,19.33363618515432,,,19239
S,Sx_16_22_normal,Sx_16_22,16,train,,normal,best,True,85,25.43763628974557,,,19239
S,Sx_16_22_camera,Sx_16_22,16,train,,camera,native,True,75,17.348660805262625,,,19239
S,Sx_16_22_camera,Sx_16_22,16,train,,camera,best,False,300,71.65269257780164,,,19239
S,Sx_16_22_lighting,Sx_16_22,16,train,,lighting,native,True,90,19.54795899335295,,,19239
S,Sx_16_22_lighting,Sx_16_22,16,train,,lighting,best,True,95,26.913713535293937,,,19239
S,Sx_16_22_combined,Sx_16_22,16,train,,combined,native,False,300,48.310331612825394,,,19239
S,Sx_16_22_combined,Sx_16_22,16,train,,combined,best,False,300,68.4671539766714,,,19239
S,Sx_16_26_normal,Sx_16_26,16,train,,normal,native,True,85,18.944404833950102,,,19243
S,Sx_16_26_normal,Sx_16_26,16,train,,normal,best,True,85,24.565892385318875,,,19243
S,Sx_16_26_camera,Sx_16_26,16,train,,camera,native,True,175,31.633019618690014,,,19243
S,Sx_16_26_camera,Sx_16_26,16,train,,camera,best,True,90,26.82277436926961,,,19243
S,Sx_16_26_lighting,Sx_16_26,16,train,,lighting,native,True,90,19.485581904649734,,,19243
S,Sx_16_26_lighting,Sx_16_26,16,train,,lighting,best,True,85,25.950903843156993,,,19243
S,Sx_16_26_combined,Sx_16_26,16,train,,combined,native,True,110,22.54061074182391,,,19243
S,Sx_16_26_combined,Sx_16_26,16,train,,combined,best,True,90,25.671762384474277,,,19243
S,Sx_16_34_normal,Sx_16_34,16,train,,normal,native,True,95,20.536433150991797,,,19251
S,Sx_16_34_normal,Sx_16_34,16,train,,normal,best,True,100,29.23981628753245,,,19251
S,Sx_16_34_camera,Sx_16_34,16,train,,camera,native,True,130,25.719321440905333,,,19251
S,Sx_16_34_camera,Sx_16_34,16,train,,camera,best,True,95,27.466531849466264,,,19251
S,Sx_16_34_lighting,Sx_16_34,16,train,,lighting,native,True,110,22.589846913702786,,,19251
S,Sx_16_34_lighting,Sx_16_34,16,train,,lighting,best,True,95,27.615534746088088,,,19251
S,Sx_16_34_combined,Sx_16_34,16,train,,combined,native,True,135,26.3507032552734,,,19251
S,Sx_16_34_combined,Sx_16_34,16,train,,combined,best,True,90,26.337860540486872,,,19251
S,Sx_16_44_normal,Sx_16_44,16,train,,normal,native,True,85,19.191987523809075,,,19261
S,Sx_16_44_normal,Sx_16_44,16,train,,normal,best,True,80,23.892962337471545,,,19261
S,Sx_16_44_camera,Sx_16_44,16,train,,camera,native,False,300,50.06684764102101,,,19261
S,Sx_16_44_camera,Sx_16_44,16,train,,camera,best,True,115,30.661090646870434,,,19261
S,Sx_16_44_lighting,Sx_16_44,16,train,,lighting,native,True,85,19.36351957451552,,,19261
S,Sx_16_44_lighting,Sx_16_44,16,train,,lighting,best,True,80,18.845115124247968,,,19261
S,Sx_16_44_combined,Sx_16_44,16,train,,combined,native,True,155,30.616246384568512,,,19261
S,Sx_16_44_combined,Sx_16_44,16,train,,combined,best,True,100,21.796636653132737,,,19261
S,Sx_21_22_normal,Sx_21_22,21,train,,normal,native,True,125,26.133430753834546,,,24239
S,Sx_21_22_normal,Sx_21_22,21,train,,normal,best,True,115,23.218245282769203,,,24239
S,Sx_21_22_camera,Sx_21_22,21,train,,camera,native,True,280,47.191238179802895,,,24239
S,Sx_21_22_camera,Sx_21_22,21,train,,camera,best,True,245,41.72896586358547,,,24239
S,Sx_21_22_lighting,Sx_21_22,21,train,,lighting,native,True,125,25.171095051802695,,,24239
S,Sx_21_22_lighting,Sx_21_22,21,train,,lighting,best,True,120,23.97901765909046,,,24239
S,Sx_21_22_combined,Sx_21_22,21,train,,combined,native,True,180,32.304395268671215,,,24239
S,Sx_21_22_combined,Sx_21_22,21,train,,combined,best,True,285,46.97283931262791,,,24239
S,Sx_21_26_normal,Sx_21_26,21,train,,normal,native,True,110,22.364043727517128,,,24243
S,Sx_21_26_normal,Sx_21_26,21,train,,normal,best,True,135,26.089654678478837,,,24243
S,Sx_21_26_camera,Sx_21_26,21,train,,camera,native,True,115,22.782030867412686,,,24243
S,Sx_21_26_camera,Sx_21_26,21,train,,camera,best,True,115,23.252604628913105,,,24243
S,Sx_21_26_lighting,Sx_21_26,21,train,,lighting,native,True,120,23.233252342790365,,,24243
S,Sx_21_26_lighting,Sx_21_26,21,train,,lighting,best,True,125,24.49142005853355,,,24243
S,Sx_21_26_combined,Sx_21_26,21,train,,combined,native,True,115,22.577610736712813,,,24243
S,Sx_21_26_combined,Sx_21_26,21,train,,combined,best,True,115,22.902829847298563,,,24243
S,Sx_21_34_normal,Sx_21_34,21,train,,normal,native,True,225,37.10070921946317,,,24251
S,Sx_21_34_normal,Sx_21_34,21,train,,normal,best,True,205,35.687400872819126,,,24251
S,Sx_21_34_camera,Sx_21_34,21,train,,camera,native,True,130,24.935173109173775,,,24251
S,Sx_21_34_camera,Sx_21_34,21,train,,camera,best,True,135,26.115428974851966,,,24251
S,Sx_21_34_lighting,Sx_21_34,21,train,,lighting,native,True,135,26.0517171677202,,,24251
S,Sx_21_34_lighting,Sx_21_34,21,train,,lighting,best,True,205,36.19308929145336,,,24251
S,Sx_21_34_combined,Sx_21_34,21,train,,combined,native,True,135,26.43733182363212,,,24251
