policy,case_id,task_index,source,our_training_split,condition,episode,manual_seed,success,control_steps,max_steps,penalized_horizon_fraction,wall_seconds,peak_allocated_gib
native,S_00_30_normal,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,normal,demo_30,1247,True,325,500,0.65,41.35246016085148,12.52603006362915
native,S_00_30_camera,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,camera,demo_30,1247,True,390,500,0.78,49.05485602281988,12.52603006362915
native,S_00_30_lighting,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,lighting,demo_30,1247,True,225,500,0.45,30.572748016566038,12.52603006362915
native,S_00_30_combined,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,combined,demo_30,1247,True,325,500,0.65,42.46255291532725,12.52603006362915
native,S_00_40_normal,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,normal,demo_40,1257,True,200,500,0.4,27.885100084356964,12.52603006362915
native,S_00_40_camera,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,camera,demo_40,1257,True,215,500,0.43,29.839103937149048,12.52603006362915
native,S_00_40_lighting,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,lighting,demo_40,1257,True,220,500,0.44,30.01065801922232,12.52603006362915
native,S_00_40_combined,0,data/libero_raw/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,validation,combined,demo_40,1257,True,225,500,0.45,30.808695514686406,12.52603006362915
native,S_01_30_normal,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,normal,demo_30,2247,True,420,500,0.84,52.35979273356497,12.52603006362915
native,S_01_30_camera,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,camera,demo_30,2247,True,375,500,0.75,48.0566788604483,12.52603006362915
native,S_01_30_lighting,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,lighting,demo_30,2247,True,335,500,0.67,43.140643291175365,12.52603006362915
native,S_01_30_combined,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,combined,demo_30,2247,True,375,500,0.75,47.849168460816145,12.52603006362915
native,S_01_40_normal,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,normal,demo_40,2257,True,305,500,0.61,39.75632273964584,12.52603006362915
native,S_01_40_camera,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,camera,demo_40,2257,False,500,500,1.0,60.6681952374056,12.52603006362915
native,S_01_40_lighting,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,lighting,demo_40,2257,True,245,500,0.49,33.19704637583345,12.52603006362915
native,S_01_40_combined,1,data/libero_raw/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,test,combined,demo_40,2257,True,265,500,0.53,35.74217732809484,12.52603006362915
native,S_02_30_normal,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,normal,demo_30,3247,False,500,500,1.0,58.579296385869384,12.52603006362915
native,S_02_30_camera,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,camera,demo_30,3247,False,500,500,1.0,58.49106869287789,12.52603006362915
native,S_02_30_lighting,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,lighting,demo_30,3247,False,500,500,1.0,58.20456437021494,12.52603006362915
native,S_02_30_combined,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,combined,demo_30,3247,False,500,500,1.0,58.85693792346865,12.52603006362915
native,S_02_40_normal,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,normal,demo_40,3257,True,370,500,0.74,44.512374529615045,12.52603006362915
native,S_02_40_camera,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,camera,demo_40,3257,True,460,500,0.92,54.659369280561805,12.52603006362915
native,S_02_40_lighting,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,lighting,demo_40,3257,True,370,500,0.74,44.81022940482944,12.52603006362915
native,S_02_40_combined,2,data/libero_raw/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,test,combined,demo_40,3257,True,475,500,0.95,63.12961426842958,12.52603006362915
native,S_03_30_normal,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,normal,demo_30,4247,True,270,500,0.54,39.11780611611903,12.52603006362915
native,S_03_30_camera,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,camera,demo_30,4247,True,270,500,0.54,38.26867852639407,12.52603006362915
native,S_03_30_lighting,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,lighting,demo_30,4247,True,290,500,0.58,40.90219408646226,12.52603006362915
native,S_03_30_combined,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,combined,demo_30,4247,True,275,500,0.55,39.27721500955522,12.52603006362915
native,S_03_40_normal,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,normal,demo_40,4257,True,275,500,0.55,38.81647029146552,12.52603006362915
native,S_03_40_camera,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,camera,demo_40,4257,True,250,500,0.5,36.56210913602263,12.52603006362915
native,S_03_40_lighting,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,lighting,demo_40,4257,False,500,500,1.0,64.7555801095441,12.52603006362915
native,S_03_40_combined,3,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,validation,combined,demo_40,4257,True,245,500,0.49,36.193894292227924,12.52603006362915
native,S_04_30_normal,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,normal,demo_30,5247,True,235,500,0.47,34.361429911106825,12.52603006362915
native,S_04_30_camera,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,camera,demo_30,5247,True,265,500,0.53,37.583203823305666,12.52603006362915
native,S_04_30_lighting,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,lighting,demo_30,5247,True,230,500,0.46,33.99856405239552,12.52603006362915
native,S_04_30_combined,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,combined,demo_30,5247,True,240,500,0.48,37.53988045267761,12.52603006362915
native,S_04_40_normal,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,normal,demo_40,5257,True,225,500,0.45,37.48617916367948,12.52603006362915
native,S_04_40_camera,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,camera,demo_40,5257,True,265,500,0.53,37.95177107397467,12.52603006362915
native,S_04_40_lighting,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,lighting,demo_40,5257,True,240,500,0.48,35.54434818495065,12.52603006362915
native,S_04_40_combined,4,data/libero_raw/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,validation,combined,demo_40,5257,True,285,500,0.57,40.25519911106676,12.52603006362915
native,S_05_30_normal,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,normal,demo_30,6247,True,175,500,0.35,28.34467402845621,12.52603006362915
native,S_05_30_camera,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,camera,demo_30,6247,True,225,500,0.45,35.22104789223522,12.52603006362915
native,S_05_30_lighting,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,lighting,demo_30,6247,True,175,500,0.35,29.32059036474675,12.52603006362915
native,S_05_30_combined,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,combined,demo_30,6247,True,180,500,0.36,30.22555372864008,12.52603006362915
native,S_05_40_normal,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,normal,demo_40,6257,True,170,500,0.34,26.15516871958971,12.52603006362915
native,S_05_40_camera,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,camera,demo_40,6257,True,155,500,0.31,26.908171949908137,12.52603006362915
native,S_05_40_lighting,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,lighting,demo_40,6257,True,160,500,0.32,27.630354470573366,12.52603006362915
native,S_05_40_combined,5,data/libero_raw/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,test,combined,demo_40,6257,True,170,500,0.34,28.952638604678214,12.52603006362915
native,S_06_30_normal,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,normal,demo_30,7247,True,230,300,0.7666666666666667,37.24573924206197,12.52603006362915
native,S_06_30_camera,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,camera,demo_30,7247,False,300,300,1.0,47.003633603453636,12.52603006362915
native,S_06_30_lighting,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,lighting,demo_30,7247,True,255,300,0.85,38.69791408628225,12.52603006362915
native,S_06_30_combined,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,combined,demo_30,7247,False,300,300,1.0,47.748393583111465,12.52603006362915
native,S_06_40_normal,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,normal,demo_40,7257,True,145,300,0.48333333333333334,26.281449961476028,12.52603006362915
native,S_06_40_camera,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,camera,demo_40,7257,True,120,300,0.4,23.18186020012945,12.52603006362915
native,S_06_40_lighting,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,lighting,demo_40,7257,True,130,300,0.43333333333333335,24.791046378202736,12.52603006362915
native,S_06_40_combined,6,data/libero_raw/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,validation,combined,demo_40,7257,True,160,300,0.5333333333333333,28.664445736445487,12.52603006362915
native,S_07_30_normal,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,normal,demo_30,8247,True,130,300,0.43333333333333335,24.592304770834744,12.52603006362915
native,S_07_30_camera,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,camera,demo_30,8247,True,120,300,0.4,22.557438483461738,12.52603006362915
native,S_07_30_lighting,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,lighting,demo_30,8247,True,140,300,0.4666666666666667,24.956172039732337,12.52603006362915
native,S_07_30_combined,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,combined,demo_30,8247,True,120,300,0.4,23.410382776521146,12.52603006362915
native,S_07_40_normal,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,normal,demo_40,8257,True,125,300,0.4166666666666667,23.786925920285285,12.52603006362915
native,S_07_40_camera,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,camera,demo_40,8257,True,130,300,0.43333333333333335,24.701133555732667,12.52603006362915
native,S_07_40_lighting,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,lighting,demo_40,8257,True,130,300,0.43333333333333335,24.827682168222964,12.52603006362915
native,S_07_40_combined,7,data/libero_raw/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,test,combined,demo_40,8257,True,120,300,0.4,23.4311551079154,12.52603006362915
native,S_08_30_normal,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,normal,demo_30,9247,True,225,300,0.75,37.83041267469525,12.52603006362915
native,S_08_30_camera,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,camera,demo_30,9247,True,115,300,0.38333333333333336,22.95146568119526,12.52603006362915
native,S_08_30_lighting,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,lighting,demo_30,9247,True,115,300,0.38333333333333336,22.81647628173232,12.52603006362915
native,S_08_30_combined,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,combined,demo_30,9247,True,130,300,0.43333333333333335,23.126448897644877,12.52603006362915
native,S_08_40_normal,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,normal,demo_40,9257,True,130,300,0.43333333333333335,24.156083666719496,12.52603006362915
native,S_08_40_camera,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,camera,demo_40,9257,False,300,300,1.0,47.39691708795726,12.52603006362915
native,S_08_40_lighting,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,lighting,demo_40,9257,True,130,300,0.43333333333333335,24.590411802753806,12.52603006362915
native,S_08_40_combined,8,data/libero_raw/libero_goal/open_the_middle_drawer_of_the_cabinet_demo.hdf5,train,combined,demo_40,9257,False,300,300,1.0,47.235677185468376,12.52603006362915
native,S_09_30_normal,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,normal,demo_30,10247,True,135,300,0.45,25.231973118148744,12.52603006362915
native,S_09_30_camera,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,camera,demo_30,10247,False,300,300,1.0,47.077996449545026,12.52603006362915
native,S_09_30_lighting,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,lighting,demo_30,10247,True,130,300,0.43333333333333335,24.571903035975993,12.52603006362915
native,S_09_30_combined,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,combined,demo_30,10247,True,140,300,0.4666666666666667,26.017918628640473,12.52603006362915
native,S_09_40_normal,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,normal,demo_40,10257,True,160,300,0.5333333333333333,25.81290443893522,12.52603006362915
native,S_09_40_camera,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,camera,demo_40,10257,True,155,300,0.5166666666666667,27.972769893705845,12.52603006362915
native,S_09_40_lighting,9,data/libero_raw/libero_goal/put_the_wine_bottle_on_the_rack_demo.hdf5,train,lighting,demo_40,10257,True,125,300,0.4166666666666667,23.82770312577486,12.52603006362915
